#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ELAC2	ENSG00000006744	ENSG00000006744:12909238-12909863:source	-0.0359664262841;-0.0474000131858;1.07559525084e-08;0.270847109648;-0.121571603417	0.000317406761103;3.36958376787e-11;6.0225745273e-18;0.97944825125;0.0703206408166	0.140;0.082;0.025;0.571;0.202	0.072;0.026;0.025;0.835;0.074	t|1e0|2e1.1o1|2e2.1o1|2e3.1o2|2e3.2o2|2e4.1o1	True	True	True	5	5	1	chr17	-	12909296-12916524;12909296-12914980;12909296-12913935;12909296-12913930;12909296-12911854	12909238-12909863;12911854-12911864;12913930-12913988;12913930-12913988;12914980-12914987;12916524-12916592	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ELAC2
ELAC2	ENSG00000006744	ENSG00000006744:12913930-12913988:source	-0.300380631393;0.300380631393	0.995245983707;0.995245983707	0.356;0.644	0.064;0.936	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	12913988-12916524;12913988-12914980	12913930-12913988;12914980-12914987;12916524-12916592	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/1_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ELAC2
SAT1	ENSG00000130066	ENSG00000130066:23802870-23803546:source	-0.253403856918;0.253403856918	0.99993486061;0.99993486061	0.975;0.025	0.728;0.272	s|1e1.1o1|i	False	False	False	1	2	1	chrX	+	23803546-23803637;23803546-23803547	23802870-23803546;23803547-23803636;23803637-23803677	;;	;;	(23803547, 23803636)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/58_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SAT1
HARS2	ENSG00000112855	ENSG00000112855:140073176-140073388:target	0.309876812281;8.94139917894e-08;5.5110978029e-06;7.54858604226e-05;-0.313569646077	0.992848138001;6.05148743726e-18;4.33232786817e-16;5.79919712041e-14;0.993905308412	0.276;0.025;0.025;0.025;0.698	0.578;0.025;0.025;0.026;0.392	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	True	False	True	4	4	1	chr5	+	140071341-140073176;140071522-140073176;140071602-140073176;140073093-140073176;140073175-140073176	140071148-140071341;140071380-140071602;140071380-140071602;140073061-140073093;140073094-140073175;140073176-140073388	;;;;;	;;;;;	(140073094, 140073175)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/41_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HARS2
SNX9	ENSG00000130340	ENSG00000130340:158327160-158327244:source	-0.230800803343;0.230800803343	0.964551348484;0.964551348484	0.975;0.025	0.750;0.250	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	158327244-158330697;158327244-158327245	158327160-158327244;158327245-158330696;158330697-158330822	;;	;;	(158327245, 158330696)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/59_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SNX9
SNX9	ENSG00000130340	ENSG00000130340:158330697-158330822:target	-0.215931962756;0.215931962756	0.895336166483;0.895336166483	0.975;0.025	0.764;0.236	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	158327244-158330697;158330696-158330697	158327160-158327244;158327245-158330696;158330697-158330822	;;	;;	(158327245, 158330696)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/59_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SNX9
NAE1	ENSG00000159593	ENSG00000159593:66842892-66842978:source	0.218073346229;-0.218073346229	0.979385875152;0.979385875152	0.762;0.238	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	66842978-66844277;66842978-66842979	66842892-66842978;66842979-66844276;66844277-66844316	;;	;;	(66842979, 66844276)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NAE1
NAE1	ENSG00000159593	ENSG00000159593:66844277-66844316:target	0.21391346383;-0.21391346383	0.965296452453;0.965296452453	0.766;0.234	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	66842978-66844277;66844276-66844277	66842892-66842978;66842979-66844276;66844277-66844316	;;	;;	(66842979, 66844276)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NAE1
NAE1	ENSG00000159593	ENSG00000159593:66850484-66850619:source	-1.33123014264e-06;0.200474086549;-0.174724590086	6.02422093413e-18;0.838442316247;0.407550851881	0.025;0.780;0.195	0.025;0.975;0.025	t|1e0|2e1.3o3|2e2.1o1|i	False	True	True	2	3	1	chr16	-	66850575-66851328;66850575-66850868;66850619-66850620	66850484-66850619;66850620-66850867;66850868-66850931;66851328-66851392	;;;	;;;	(66850620, 66850867)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NAE1
ADAR	ENSG00000160710	ENSG00000160710:154580468-154580682:target	-4.81649040917e-05;0.261228169388;-0.226674474723	1.01734781982e-16;0.999620468878;0.992672846365	0.026;0.720;0.246	0.025;0.975;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	154578852-154580468;154575102-154580468;154580467-154580468	154574861-154575102;154578480-154578852;154578853-154580467;154580468-154580682	;;;	;;;	(154578853, 154580467)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/89_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ADAR
ICE1	ENSG00000164151	ENSG00000164151:5466445-5466615:target	-0.0362488507583;0.28664197422;0.100844460579;-0.320867731484	4.2466721176e-09;0.978192481471;0.0954927660027;0.999999994499	0.101;0.440;0.122;0.338	0.030;0.720;0.248;0.025	t|1e1.1o2|2e1.2o2|2e2.1o1|i	True	True	True	3	3	1	chr5	+	5465338-5466445;5465339-5466447;5466291-5466447;5466444-5466445	5460549-5465339;5460549-5465339;5466281-5466291;5466292-5466444;5466445-5466615	;;;;	;;;;	(5466292, 5466444)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/93_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ICE1
ICE1	ENSG00000164151	ENSG00000164151:5489262-5490347:target	0.313156539984;-0.313156539984	0.999999990597;0.999999990597	0.670;0.330	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr5	+	5486932-5489262;5489261-5489262	5486834-5486932;5486933-5489261;5489262-5490347	;;	;;	(5486933, 5489261)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/93_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ICE1
GCC2	ENSG00000135968	ENSG00000135968:109106294-109106591:target	-0.216732562983;0.216732562983	0.851318438625;0.851318438625	0.335;0.665	0.124;0.876	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr2	+	109103104-109106294;109104276-109106294	109102891-109103104;109104155-109104276;109106294-109106591	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/66_T4_N_T4_17.deltapsi_quantify_deltapsi.html#GCC2
UPF1	ENSG00000005007	ENSG00000005007:18977330-18979045:target	0.243397020886;-0.243397020886	0.94103810459;0.94103810459	0.614;0.386	0.851;0.149	t|1e1.1o1|i	False	False	False	1	2	1	chr19	+	18976975-18977330;18977329-18977330	18976853-18976975;18976976-18977329;18977330-18979045	;;	;;	(18976976, 18977329)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/0_T4_N_T4_17.deltapsi_quantify_deltapsi.html#UPF1
CGGBP1	ENSG00000163320	ENSG00000163320:88106341-88106459:target	0.432786999733;-0.432786999733	1.0;1.0	0.553;0.447	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	88105149-88106341;88106340-88106341	88101094-88105149;88105150-88106340;88106341-88106459	;;	;;	(88105150, 88106340)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/91_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CGGBP1
NIFK	ENSG00000155438	ENSG00000155438:122494322-122494499:target	0.299233088407;-0.000107058249911;-0.26812896217	0.99992535305;1.97273174932e-12;0.999833736684	0.683;0.026;0.286	0.974;0.025;0.025	s|1e1.2o3|1e1.3o3|i	False	True	False	2	2	1	chr2	-	122493326-122494322;122493230-122494322;122494321-122494322	122493189-122493381;122493189-122493381;122493382-122494321;122494322-122494499	;;;	;;;	(122493382, 122494321)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/85_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NIFK
NIFK	ENSG00000155438	ENSG00000155438:122493189-122493381:source	0.2899461283;-0.000142833960753;-0.258209246654	0.999818420786;1.93626215856e-12;0.99934212527	0.692;0.027;0.277	0.974;0.025;0.025	t|1e0|2e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr2	-	122493326-122494322;122493230-122494322;122493381-122493382	122493189-122493381;122493382-122494321;122494322-122494499;122494322-122494499	;;;	;;;	(122493382, 122494321)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/85_T4_N_T4_17.deltapsi_quantify_deltapsi.html#NIFK
UBE2Q2	ENSG00000140367	ENSG00000140367:76165769-76165909:source	-0.0497821408556;0.29673375741;-0.00499449842294;-0.124409792564;-0.018388664373	0.000337304670516;0.995339067517;5.30397249534e-11;0.0520374344823;3.22719823176e-08	0.152;0.420;0.105;0.214;0.113	0.071;0.710;0.082;0.082;0.057	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1	chr15	+	76165909-76167166;76165909-76168528;76165909-76170302;76165909-76171439;76165909-76175707	76165769-76165909;76167166-76167249;76168528-76168612;76170302-76170362;76171439-76171529;76175707-76175765	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/72_T4_N_T4_17.deltapsi_quantify_deltapsi.html#UBE2Q2
UFL1	ENSG00000014123	ENSG00000014123:96969471-96969826:source	-0.00739730926596;0.259993211512;-0.217958831679	5.08588100256e-12;0.959270987019;0.814075316304	0.095;0.549;0.354	0.056;0.803;0.141	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	+	96969826-96970739;96969826-96971022;96969826-96969827	96969471-96969826;96969827-96970738;96970739-96970840;96971022-96971171	;;;	;;;	(96969827, 96970738)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/4_T4_N_T4_17.deltapsi_quantify_deltapsi.html#UFL1
TMEM189	ENSG00000240849	ENSG00000240849:48697663-48699451:source	0.290611940634;-0.290611940634	0.999999998649;0.999999998649	0.692;0.308	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr20	-	48699451-48700666;48699451-48699452	48697663-48699451;48699452-48700665;48700666-48700791	;;	;;	(48699452, 48700665)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TMEM189
TMEM189	ENSG00000240849	ENSG00000240849:48700666-48700791:target	0.300011046139;-0.300011046139	0.999999999822;0.999999999822	0.682;0.318	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr20	-	48699451-48700666;48700665-48700666	48697663-48699451;48699452-48700665;48700666-48700791	;;	;;	(48699452, 48700665)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TMEM189
CLK4	ENSG00000113240	ENSG00000113240:178044698-178045779:target	0.274914173135;-0.239438854809;-0.0122744522589	0.994771356078;0.946427949865;2.15599204697e-10	0.243;0.589;0.168	0.511;0.356;0.132	s|1e0|2e1.1o2|2e2.1o1|3e0|4e0|i	True	False	True	2	3	1	chr5	-	178044435-178045557;178043949-178045557;178044697-178044698	178043883-178043949;178044072-178044435;178044436-178044697;178044698-178045779	;;;	;;;	(178044436, 178044697)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/41_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CLK4
HTRA2	ENSG00000115317	ENSG00000115317:74758466-74758538:target	3.30352099278e-06;0.216658672343;-0.21518437424	2.17001592782e-13;0.899469273951;0.890513929538	0.025;0.764;0.235	0.025;0.975;0.025	t|1e1.1o1|1e2.1o2|i	False	False	True	2	3	1	chr2	+	74757948-74758466;74758232-74758466;74758465-74758466	74757724-74757948;74758038-74758376;74758377-74758465;74758466-74758538	;;;	;;;	(74758377, 74758465)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/44_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HTRA2
ITGA5	ENSG00000161638	ENSG00000161638:54805618-54805748:source	0.32774563274;-0.0942574731386;-0.204380896689	0.999999930659;1.28441897288e-06;0.87704040015	0.655;0.123;0.224	0.975;0.025;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr12	-	54805748-54812765;54805748-54806095;54805748-54805749	54805618-54805748;54805749-54806094;54806095-54806300;54812765-54813244	;;;	;;;	(54805749, 54806094)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/90_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ITGA5
TCF7	ENSG00000081059	ENSG00000081059:133479283-133479331:source	-0.0287138945521;7.92422629709e-16;7.77156117238e-16;-0.135258649221;0.0554786693843;0.182790849983;7.77156117238e-16;7.77331106787e-16;7.77156117238e-16;-0.0469144317472	3.73248675824e-17;6.02256251486e-18;6.02256251486e-18;0.0590131003587;3.08671495679e-07;0.532549401088;6.02256251486e-18;6.02256251486e-18;6.02256251486e-18;2.84123544093e-07	0.064;0.025;0.025;0.205;0.126;0.362;0.025;0.025;0.025;0.220	0.025;0.025;0.025;0.073;0.192;0.540;0.025;0.025;0.025;0.160	s|1e0|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o2|1e6.2o3|1e6.3o3|1e7.1o1|i	False	True	True	9	8	1	chr5	+	133479331-133480488;133479331-133480951;133479331-133481432;133479331-133481502;133479331-133481892;133479331-133481915;133479331-133482608;133479331-133483077;133479331-133487347;133479331-133479332	133479283-133479331;133479332-133480487;133480488-133480560;133480951-133481031;133481432-133481876;133481432-133481876;133481892-133481914;133481915-133481994;133482061-133483927;133482061-133483927;133487347-133487556	;;;;;;;;;;	;;;;;;;;;;	(133479332, 133480487)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/17_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TCF7
EXOSC10	ENSG00000171824	ENSG00000171824:11140758-11140969:target	0.212349042972;8.17541275425e-10;-0.213344178135	0.763748722765;6.02256342789e-18;0.769707157113	0.241;0.025;0.758	0.449;0.025;0.550	s|1e1.1o2|1e1.2o2|2e0|i	True	True	False	2	2	1	chr1	-	11140606-11140821;11140571-11140821;11140757-11140758	11140556-11140606;11140556-11140606;11140607-11140757;11140758-11140969	;;;	;;;	(11140607, 11140757)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/103_T4_N_T4_17.deltapsi_quantify_deltapsi.html#EXOSC10
EXOSC10	ENSG00000171824	ENSG00000171824:11140556-11140606:source	0.20526641635;9.67656743026e-09;-0.206486194997	0.702600193922;6.02257332173e-18;0.709451400401	0.339;0.025;0.660	0.543;0.025;0.455	t|1e1.1o2|2e1.1o2|i	True	True	False	2	2	1	chr1	-	11140606-11140821;11140571-11140821;11140606-11140607	11140556-11140606;11140607-11140757;11140758-11140969;11140758-11140969	;;;	;;;	(11140607, 11140757)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/103_T4_N_T4_17.deltapsi_quantify_deltapsi.html#EXOSC10
XPO1	ENSG00000082898	ENSG00000082898:61749746-61749818:source	0.224463658919;-0.224463658919	0.844768927272;0.844768927272	0.556;0.444	0.775;0.225	t|1e1.3o5|1e2.1o1	False	False	True	2	3	0	chr2	-	61749818-61753555;61749818-61752405	61749746-61749818;61752405-61752468;61753202-61753658	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/17_T4_N_T4_17.deltapsi_quantify_deltapsi.html#XPO1
RTCB	ENSG00000100220	ENSG00000100220:32797549-32797890:source	-0.233713277075;0.233713277075	0.917241724747;0.917241724747	0.267;0.733	0.040;0.960	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr22	-	32797890-32804162;32797890-32802649	32797549-32797890;32802649-32802748;32803866-32804229	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/23_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RTCB
SIPA1L1	ENSG00000197555	ENSG00000197555:71979460-71979562:source	-0.274518235745;0.280201814174;2.58260842024e-07	0.943875530389;0.953064870088;9.96290944235e-14	0.446;0.546;0.025	0.178;0.819;0.025	s|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	0	chr14	+	71979562-71995416;71979562-71996029;71979562-72043252	71979460-71979562;71995416-71995457;71996029-71996087;72043252-72043304	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/119_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SIPA1L1
SIPA1L1	ENSG00000197555	ENSG00000197555:71996029-71996087:target	0.277179939026;-0.277179939026	0.941356585653;0.941356585653	0.622;0.378	0.893;0.107	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr14	+	71979562-71996029;71995457-71996029	71979460-71979562;71995416-71995457;71996029-71996087	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/119_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SIPA1L1
SNX1	ENSG00000028528	ENSG00000028528:64429060-64429131:source	0.263890287583;0.0267846636153;-0.321811053322	0.949017738882;0.00515727049119;0.999999981969	0.491;0.171;0.339	0.749;0.250;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr15	+	64429131-64429767;64429131-64430241;64429131-64429132	64429060-64429131;64429132-64429766;64429767-64430205;64430241-64432074	;;;	;;;	(64429132, 64429766)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/5_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SNX1
SNX1	ENSG00000028528	ENSG00000028528:64429767-64430205:target	0.357220649502;-0.357220649502	0.999999991288;0.999999991288	0.627;0.373	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr15	+	64429131-64429767;64429766-64429767	64429060-64429131;64429132-64429766;64429767-64430205	;;	;;	(64429132, 64429766)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/5_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SNX1
COPS3	ENSG00000141030	ENSG00000141030:17165280-17165420:target	1.07242147142e-07;0.349912485543;4.27749027232e-06;-0.331979975256	6.48389160374e-18;0.999999984547;3.623833294e-16;0.99999999896	0.025;0.634;0.025;0.349	0.025;0.975;0.025;0.025	s|1e0|2e0|3e0|4e0|4e1.1o1|4e2.2o2|4e3.2o2|i	True	False	True	3	4	1	chr17	-	17165006-17165280;17163788-17165280;17158259-17165280;17165279-17165280	17158173-17158369;17163615-17164010;17164914-17165006;17165007-17165279;17165280-17165420	;;;;	;;;;	(17165007, 17165279)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/73_T4_N_T4_17.deltapsi_quantify_deltapsi.html#COPS3
MAPK12	ENSG00000188130	ENSG00000188130:50687260-50687319:target	0.229632100433;-0.229632100433	0.939499063601;0.939499063601	0.701;0.299	0.924;0.076	s|1e1.1o1|i	False	False	False	1	2	1	chr22	-	50687180-50687260;50687259-50687260	50687091-50687180;50687181-50687259;50687260-50687319	;;	;;	(50687181, 50687259)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/115_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MAPK12
MAPK12	ENSG00000188130	ENSG00000188130:50686319-50686574:source	0.202160457014;-0.202160457014	0.706413116434;0.706413116434	0.648;0.352	0.845;0.155	t|1e1.1o1|i	False	False	False	1	2	1	chr22	-	50686574-50686654;50686574-50686575	50686319-50686574;50686575-50686653;50686654-50686721	;;	;;	(50686575, 50686653)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/115_T4_N_T4_17.deltapsi_quantify_deltapsi.html#MAPK12
CAPZA1	ENSG00000116489	ENSG00000116489:113201951-113202401:source	-0.316256548052;0.316256548052	0.999490681405;0.999490681405	0.498;0.502	0.190;0.810	s|1e1.1o1|1e2.2o2	False	False	True	2	3	1	chr1	+	113202401-113203828;113202401-113209696	113201951-113202401;113203828-113203874;113209542-113209767	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/46_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CAPZA1
TTC39C	ENSG00000168234	ENSG00000168234:21644104-21644152:target	0.498593870184;-0.498593870184	1.0;1.0	0.025;0.975	0.511;0.489	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr18	+	21573002-21644104;21595002-21644104	21572737-21573002;21594384-21595002;21644104-21644152	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/99_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TTC39C
THEM4	ENSG00000159445	ENSG00000159445:151867306-151867670:target	0.00329948002265;-0.238054226922;0.222411773414	4.58401787868e-09;0.922193700391;0.85863031942	0.143;0.646;0.210	0.160;0.414;0.427	s|1e1.2o2|1e2.2o2|2e0|i	True	False	True	2	3	1	chr1	-	151862690-151867484;151861849-151867484;151867305-151867306	151861690-151862226;151862459-151863916;151863917-151867305;151867306-151867670	;;;	;;;	(151863917, 151867305)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#THEM4
THEM4	ENSG00000159445	ENSG00000159445:151861690-151862226:source	0.21720246406;0.00919374238461;-0.240420555713	0.823880509791;5.08645896475e-05;0.999140762074	0.621;0.123;0.259	0.833;0.165;0.025	t|1e0|2e1.1o2|2e2.1o1|i	False	True	True	2	3	1	chr1	-	151861849-151867484;151861849-151862459;151862226-151862227	151861690-151862226;151862227-151862458;151862459-151863916;151867306-151867670	;;;	;;;	(151862227, 151862458)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/88_T4_N_T4_17.deltapsi_quantify_deltapsi.html#THEM4
WDR73	ENSG00000177082	ENSG00000177082:85190317-85191185:source	-0.000742881662876;0.35132759622;-0.311341015248	8.66790824365e-12;0.999999638063;0.999999833751	0.032;0.632;0.329	0.026;0.974;0.025	t|1e1.1o1|1e2.1o5|i	False	False	True	2	3	1	chr15	-	85191185-85195945;85191185-85191768;85191185-85191186	85190317-85191185;85191186-85191542;85191543-85191856;85195945-85196033	;;;	;;;	(85191186, 85191542)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/108_T4_N_T4_17.deltapsi_quantify_deltapsi.html#WDR73
