#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_EM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ABCF1	ENSG00000204574	ENSG00000204574:30553335-30553459:target	0.330425047462;-0.330425047462	0.999999999756;0.999999999756	0.653;0.347	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	30553120-30553335;30553334-30553335	30553037-30553120;30553121-30553334;30553335-30553459	;;	;;	(30553121, 30553334)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ABCF1
ABCF1	ENSG00000204574	ENSG00000204574:30558312-30559309:target	0.216933703255;0.0495499428628;-0.281610222902	0.871646151264;0.0104543232045;0.999999937086	0.082;0.613;0.300	0.294;0.706;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	+	30557990-30558312;30558155-30558312;30558311-30558312	30557926-30557990;30558083-30558155;30558156-30558311;30558312-30559309	;;;	;;;	(30558156, 30558311)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ABCF1
ABCF1	ENSG00000204574	ENSG00000204574:30558083-30558155:source	0.318380796508;-0.318380796508	0.999999999981;0.999999999981	0.665;0.335	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	30558155-30558312;30558155-30558156	30558083-30558155;30558156-30558311;30558312-30559309	;;	;;	(30558156, 30558311)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ABCF1
ABCF1	ENSG00000204574	ENSG00000204574:30553037-30553120:source	0.304410685143;-0.304410685143	0.999999686359;0.999999686359	0.678;0.322	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	30553120-30553335;30553120-30553121	30553037-30553120;30553121-30553334;30553335-30553459	;;	;;	(30553121, 30553334)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ABCF1
DIS3L	ENSG00000166938	ENSG00000166938:66621559-66621886:target	0.242561768609;-0.242561768609	0.993405754242;0.993405754242	0.738;0.262	0.975;0.025	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr15	+	66621462-66621559;66621558-66621559	66621308-66621462;66621463-66621558;66621559-66621886	;;	;;	(66621463, 66621558)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/103_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DIS3L
NBEAL2	ENSG00000160796	ENSG00000160796:47042769-47042928:target	-0.228657386131;0.228657386131	0.997097504205;0.997097504205	0.975;0.025	0.752;0.248	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47042669-47042769;47042768-47042769	47042440-47042669;47042670-47042768;47042769-47042928	;;	;;	(47042670, 47042768)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/94_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47040449-47040607:target	-0.293669711701;0.293669711701	0.999999506206;0.999999506206	0.975;0.025	0.689;0.311	t|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47040369-47040449;47040448-47040449	47040207-47040369;47040370-47040448;47040449-47040607	;;	;;	(47040370, 47040448)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/94_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NBEAL2
NBEAL2	ENSG00000160796	ENSG00000160796:47032605-47032794:source	-0.226448692996;0.226448692996	0.990525024175;0.990525024175	0.975;0.025	0.754;0.246	s|1e1.1o1|i	False	False	False	1	2	1	chr3	+	47032794-47032896;47032794-47032795	47032605-47032794;47032795-47032895;47032896-47033178	;;	;;	(47032795, 47032895)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/94_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NBEAL2
REPS1	ENSG00000135597	ENSG00000135597:139235834-139236324:source	-0.00176354934547;0.111026521222;0.282518617842;-0.361027048596	8.46076280338e-12;0.051375854624;0.975476913294;0.999999999892	0.075;0.076;0.474;0.377	0.051;0.197;0.750;0.025	t|1e0|2e0|3e1.2o2|3e2.1o1|3e3.1o1|i	False	True	True	3	4	1	chr6	-	139235898-139241352;139235898-139238692;139235898-139236995;139236324-139236325	139235834-139236324;139236325-139236994;139236995-139237351;139238692-139238783;139241352-139241453	;;;;	;;;;	(139236325, 139236994)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/68_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#REPS1
MICAL1	ENSG00000135596	ENSG00000135596:109775142-109775442:source	3.22830805031e-08;0.166014343663;0.223714295557;3.81150496394e-08;-0.376346042653	4.45756538562e-18;0.487117753324;0.830490633728;4.45755305707e-18;0.999999999996	0.025;0.474;0.126;0.025;0.392	0.025;0.652;0.344;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1|i	False	False	True	4	5	1	chr6	-	109775442-109786867;109775442-109776922;109775442-109776814;109775442-109775883;109775442-109775443	109775142-109775442;109775443-109775882;109775883-109776128;109776364-109776848;109776922-109777190;109786867-109787171	;;;;;	;;;;;	(109775443, 109775882)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/68_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#MICAL1
ANXA1	ENSG00000135046	ENSG00000135046:75783014-75784070:target	-0.233686728706;0.233686728706	0.998752260408;0.998752260408	0.975;0.025	0.747;0.253	t|1e0|2e1.1o2|i	False	True	False	1	2	1	chr9	+	75782471-75783948;75783013-75783014	75782413-75782785;75782786-75783013;75783014-75784070	;;	;;	(75782786, 75783013)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75784967-75785309:target	-0.202620369965;0.202620369965	0.931318000726;0.931318000726	0.975;0.025	0.777;0.223	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	75784070-75784967;75784966-75784967	75783014-75784070;75784071-75784966;75784967-75785309	;;	;;	(75784071, 75784966)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75781013-75781108:target	-0.204243680193;0.204243680193	0.957573960755;0.957573960755	0.975;0.025	0.776;0.224	t|1e1.1o2|i	False	False	False	1	2	1	chr9	+	75780125-75781013;75781012-75781013	75780032-75780460;75780461-75781012;75781013-75781108	;;	;;	(75780461, 75781012)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75781013-75781108:source	0.278718484651;-0.278718484651	0.998542412287;0.998542412287	0.499;0.501	0.770;0.230	s|1e1.1o1|i	False	False	False	1	2	1	chr9	+	75781108-75782413;75781108-75781109	75781013-75781108;75781109-75782412;75782413-75782785	;;	;;	(75781109, 75782412)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75775179-75775292:target	0.236674379482;-0.236674379482	0.959672979454;0.959672979454	0.563;0.437	0.794;0.206	t|1e0|1e1.1o2|2e0|i	False	True	False	1	2	1	chr9	+	75774339-75775179;75775178-75775179	75774245-75774795;75774796-75775178;75775179-75775292	;;	;;	(75774796, 75775178)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75782413-75782785:target	-7.88576746636e-15;0.282584541176;-0.271358047431	4.07526450416e-18;0.998653515018;0.995096038064	0.025;0.460;0.524	0.025;0.735;0.260	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr9	+	75780125-75782413;75781108-75782413;75782412-75782413	75780032-75780460;75781013-75781108;75781109-75782412;75782413-75782785	;;;	;;;	(75781109, 75782412)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75780032-75780460:source	-0.211742598492;-2.82223665515e-07;0.207923378215	0.988245083326;4.07586395276e-18;0.972164029958	0.975;0.025;0.025	0.769;0.025;0.228	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr9	+	75780125-75781013;75780125-75782413;75780460-75780461	75780032-75780460;75780461-75781012;75781013-75781108;75782413-75782785	;;;	;;;	(75780461, 75781012)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ANXA1	ENSG00000135046	ENSG00000135046:75782413-75782785:source	-0.267787270775;0.267787270775	0.999999917777;0.999999917777	0.975;0.025	0.714;0.286	s|1e1.2o2|2e0|i	True	False	False	1	2	1	chr9	+	75782471-75783948;75782785-75782786	75782413-75782785;75782786-75783013;75783014-75784070	;;	;;	(75782786, 75783013)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/67_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANXA1
ITM2C	ENSG00000135916	ENSG00000135916:231740335-231740523:target	0.212944585629;-0.212944585629	0.764800957177;0.764800957177	0.419;0.581	0.628;0.372	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	231729860-231740335;231738272-231740335	231729615-231729860;231738132-231738272;231740335-231740523	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/69_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ITM2C
NSUN2	ENSG00000037474	ENSG00000037474:6602574-6602613:target	0.308606059724;-0.308606059724	0.99999999997;0.99999999997	0.674;0.326	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr5	-	6600345-6602574;6602573-6602574	6599352-6600345;6600346-6602573;6602574-6602613	;;	;;	(6600346, 6602573)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/5_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NSUN2
NSUN2	ENSG00000037474	ENSG00000037474:6606933-6607039:target	0.250157351618;-0.250157351618	0.984475246148;0.984475246148	0.727;0.273	0.971;0.029	s|1e1.1o1|1e2.3o3	False	False	True	2	3	0	chr5	-	6605521-6606933;6604798-6606933	6604718-6604995;6605386-6605521;6606933-6607039	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/5_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NSUN2
NSUN2	ENSG00000037474	ENSG00000037474:6599352-6600345:source	-0.0180047938227;0.277881609354;-0.201251150145	2.06534499329e-08;0.998993899696;0.876046730499	0.128;0.651;0.221	0.078;0.922;0.025	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr5	-	6600345-6604251;6600345-6602574;6600345-6600346	6599352-6600345;6600346-6602573;6602574-6602613;6603982-6604389	;;;	;;;	(6600346, 6602573)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/5_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NSUN2
NSUN2	ENSG00000037474	ENSG00000037474:6604718-6604995:source	-0.250041617277;0.00769904312535;0.203325885546	0.971275512433;2.70303371567e-07;0.73887190189	0.289;0.036;0.669	0.045;0.084;0.868	t|1e0|2e0|3e1.1o1|3e2.1o2|3e2.2o2	True	True	True	3	3	1	chr5	-	6604798-6606933;6604798-6605400;6604798-6605386	6604718-6604995;6605386-6605521;6605386-6605521;6606933-6607039	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/5_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NSUN2
GALT	ENSG00000213930	ENSG00000213930:34648759-34648904:target	0.420201841384;-0.420201841384	1.0;1.0	0.565;0.435	0.975;0.025	t|1e1.1o4|i	False	False	False	1	2	1	chr9	+	34648453-34648759;34648758-34648759	34648422-34648634;34648635-34648758;34648759-34648904	;;	;;	(34648635, 34648758)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/135_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#GALT
TEX261	ENSG00000144043	ENSG00000144043:71216045-71216147:source	0.219712150764;-0.219712150764	0.803653466819;0.803653466819	0.552;0.448	0.767;0.233	t|1e1.1o1|i	False	False	False	1	2	1	chr2	-	71216147-71216879;71216147-71216148	71216045-71216147;71216148-71216706;71216879-71216946	;;	;;	(71216148, 71216706)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/81_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TEX261
AKNA	ENSG00000106948	ENSG00000106948:117120898-117120999:target	-0.219286949065;0.219286949065	0.81125626738;0.81125626738	0.308;0.692	0.094;0.906	s|1e1.3o3|i	False	False	False	1	2	1	chr9	-	117120447-117120898;117120897-117120898	117120201-117120617;117120618-117120897;117120898-117120999	;;	;;	(117120618, 117120897)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/34_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#AKNA
RNPEP	ENSG00000176393	ENSG00000176393:201958511-201958659:target	0.24394766487;-0.24394766487	0.877553338088;0.877553338088	0.327;0.673	0.565;0.435	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	201958172-201958511;201958510-201958511	201958032-201958172;201958173-201958510;201958511-201958659	;;	;;	(201958173, 201958510)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/114_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RNPEP
TRNAU1AP	ENSG00000180098	ENSG00000180098:28887625-28887772:source	0.289023412218;-0.289023412218	0.973280350923;0.973280350923	0.601;0.399	0.883;0.117	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr1	+	28887772-28887858;28887772-28887773	28887625-28887772;28887773-28887857;28887858-28887910	;;	;;	(28887773, 28887857)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/117_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TRNAU1AP
PPP1R11	ENSG00000204619	ENSG00000204619:30036367-30036475:target	4.05004930597e-10;0.284753164812;0.00261279859521;-0.288577987217	4.07526537017e-18;0.996067468132;4.71824335729e-07;0.999999726863	0.025;0.559;0.133;0.306	0.025;0.836;0.162;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr6	+	30034786-30036367;30035256-30036367;30036130-30036367;30036366-30036367	30034486-30034786;30034865-30035256;30035983-30036130;30036131-30036366;30036367-30036475	;;;;	;;;;	(30036131, 30036366)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PPP1R11
GOLGA1	ENSG00000136935	ENSG00000136935:127703192-127703378:target	-0.0427517088171;0.323770296289;-0.203704835019	0.0579681070238;0.983324969413;0.713201729151	0.251;0.506;0.243	0.134;0.822;0.043	s|1e1.1o1|2e1.1o1|3e1.1o1	True	True	False	3	2	1	chr9	-	127702434-127703254;127702434-127703250;127702434-127703192	127702385-127702434;127702385-127702434;127702385-127702434;127703192-127703378	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/71_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#GOLGA1
NCBP1	ENSG00000136937	ENSG00000136937:100431875-100432358:target	0.237875323807;-0.237875323807	0.996055731002;0.996055731002	0.743;0.257	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr9	+	100431256-100431875;100431874-100431875	100431128-100431256;100431257-100431874;100431875-100432358	;;	;;	(100431257, 100431874)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/71_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NCBP1
NCBP1	ENSG00000136937	ENSG00000136937:100433368-100435063:source	-0.000695400482553;0.221650335104;-0.202755214138	1.66651840282e-10;0.798547933722;0.688034674169	0.083;0.250;0.665	0.070;0.467;0.465	s|1e1.2o3|2e2.1o1|i	True	False	True	2	3	1	chr9	+	100433505-100434950;100435063-100435794;100435063-100435064	100433368-100435063;100435064-100435793;100435794-100436030	;;	;;	(100435064, 100435793)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/71_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NCBP1
VMP1	ENSG00000062716	ENSG00000062716:57915656-57915758:source	0.292189449414;-0.292189449414	0.999996467483;0.999996467483	0.690;0.310	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr17	+	57915758-57917129;57915758-57915759	57915656-57915758;57915759-57917128;57917129-57919616	;;	;;	(57915759, 57917128)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/8_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VMP1
VMP1	ENSG00000062716	ENSG00000062716:57917129-57919616:target	0.254277164326;-0.254277164326	0.998385872956;0.998385872956	0.727;0.273	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	+	57915758-57917129;57917128-57917129	57915656-57915758;57915759-57917128;57917129-57919616	;;	;;	(57915759, 57917128)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/8_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#VMP1
CCT7	ENSG00000135624	ENSG00000135624:73476947-73477044:target	0.00487476623649;0.208981852211;-0.226230355647	1.44989887799e-17;0.818716549891;0.994615689929	0.025;0.735;0.246	0.060;0.939;0.025	t|1e1.2o2|1e2.2o2|i	False	False	True	2	3	1	chr2	+	73475054-73476947;73476307-73476947;73476946-73476947	73474890-73475054;73476119-73476307;73476308-73476946;73476947-73477044	;;;	;;;	(73476308, 73476946)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/68_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CCT7
SOCS3	ENSG00000184557	ENSG00000184557:76352864-76355264:source	-0.227673581526;5.57366710259e-12;0.227049886441	0.894404388649;4.07526451606e-18;0.891607030046	0.728;0.025;0.271	0.506;0.025;0.493	t|1e1.2o2|2e1.1o2|i	True	True	False	2	2	1	chr17	-	76355264-76355831;76355230-76355896;76355264-76355265	76352864-76355264;76355265-76355830;76355831-76356158;76355831-76356158	;;;	;;;	(76355265, 76355830)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/121_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SOCS3
TRIM21	ENSG00000132109	ENSG00000132109:4406908-4407083:source	0.214512186633;-0.214512186633	0.822367500473;0.822367500473	0.028;0.972	0.237;0.763	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr11	-	4407083-4408198;4407083-4407387	4406908-4407083;4407387-4407493;4408198-4408220	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/63_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TRIM21
SLC39A8	ENSG00000138821	ENSG00000138821:103228593-103228762:target	-0.332565327724;0.332565327724	0.999404047114;0.999404047114	0.468;0.532	0.143;0.857	s|1e0|2e1.1o1|2e2.1o1	True	False	True	2	3	1	chr4	-	103227158-103228593;103226268-103228593	103226146-103226268;103227148-103227158;103228593-103228762	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/74_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC39A8
SLC39A8	ENSG00000138821	ENSG00000138821:103226146-103226268:source	-1.79459118938e-06;0.249176482514;-0.239874736354;-2.20682171698e-08	1.04634499787e-16;0.951027369593;0.922365151985;4.07531139144e-18	0.025;0.687;0.303;0.025	0.025;0.930;0.069;0.025	t|1e1.1o1|1e2.2o2|1e3.1o1|i	False	False	True	3	4	1	chr4	-	103226268-103236825;103226268-103228593;103226268-103226353;103226268-103226269	103226146-103226268;103226269-103226352;103226353-103226363;103228593-103228762;103236825-103236987	;;;;	;;;;	(103226269, 103226352)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/74_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SLC39A8
BRD9	ENSG00000028310	ENSG00000028310:883071-883565:source	0.215053658658;-0.215053658658	0.805566934254;0.805566934254	0.162;0.838	0.372;0.628	t|1e1.2o2|2e0|3e0|i	False	True	False	1	2	1	chr5	-	883565-884053;883565-883566	883071-883565;883566-884052;884053-884185	;;	;;	(883566, 884052)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/4_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#BRD9
STK16	ENSG00000115661	ENSG00000115661:220112137-220112353:source	0.00323238679988;0.359244913544;-0.372145813371	0.00100963449708;0.999038783881;0.999999801618	0.461;0.151;0.388	0.497;0.501;0.025	s|1e0|2e1.1o1|2e2.1o1|3e0|i	True	False	True	2	3	1	chr2	+	220112257-220112384;220112257-220112915;220112353-220112354	220112137-220112353;220112354-220112383;220112384-220112913;220112915-220113036	;;;	;;;	(220112354, 220112383)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/46_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#STK16
CGGBP1	ENSG00000163320	ENSG00000163320:88106341-88106459:target	0.431126655773;-0.431126655773	1.0;1.0	0.555;0.445	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	88105149-88106341;88106340-88106341	88101094-88105149;88105150-88106340;88106341-88106459	;;	;;	(88105150, 88106340)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/97_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CGGBP1
RTCA	ENSG00000137996	ENSG00000137996:100733630-100733851:target	0.00101756685074;0.00216868824543;-0.00124422579173;-0.0532134253896;0.213521258004;-0.00029632152613;-0.00153042935126;-0.111667661801	1.14000960025e-16;6.47848895068e-06;7.21379228304e-18;4.35995056661e-05;0.798186500435;1.36579652956e-17;3.02978782901e-11;0.000127091960569	0.026;0.294;0.046;0.132;0.210;0.042;0.102;0.134	0.043;0.317;0.028;0.056;0.418;0.038;0.085;0.025	t|1e1.1o2|2e1.1o2|2e2.1o1|2e3.1o1|3e1.1o2|3e2.1o1|3e3.1o1|i	True	True	True	7	4	1	chr1	+	100732180-100733630;100732180-100733693;100732801-100733693;100733094-100733693;100732180-100733708;100732801-100733708;100733094-100733708;100733629-100733630	100732080-100732485;100732080-100732485;100732080-100732485;100732722-100732801;100732722-100732801;100733056-100733094;100733056-100733094;100733095-100733629;100733630-100733851	;;;;;;;;	;;;;;;;;	(100733095, 100733629)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/72_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RTCA
PRKD2	ENSG00000105287	ENSG00000105287:47184907-47185005:target	0.265207467438;-0.265207467438	0.999941536654;0.999941536654	0.716;0.284	0.975;0.025	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr19	-	47181920-47184907;47184906-47184907	47181623-47181920;47181921-47184906;47184907-47185005	;;	;;	(47181921, 47184906)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/30_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PRKD2
