#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
DNAJA3	ENSG00000103423	ENSG00000103423:4505493-4505952:target	0.23326964005;-0.23326964005	0.77155135497;0.77155135497	0.621;0.379	0.872;0.128	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr16	+	4500498-4505547;4504928-4505547	4499555-4500498;4504812-4504928;4505493-4505952	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/6_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DNAJA3
CD47	ENSG00000196776	ENSG00000196776:107769425-107769449:target	0.00570905327812;-0.393067260962;0.268112755178	0.00887087640289;0.998107840458;0.740435858659	0.081;0.410;0.509	0.162;0.027;0.828	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	-	107768498-107769425;107766139-107769425;107769424-107769425	107762145-107766139;107768466-107768498;107768499-107769424;107769425-107769449	;;;	;;;	(107768499, 107769424)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/30_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CD47
ZNF644	ENSG00000122482	ENSG00000122482:91403042-91403647:target	-0.237642874167;0.237642874167	0.723427979538;0.723427979538	0.312;0.688	0.041;0.959	s|1e1.1o2|1e2.2o2	False	False	True	2	3	1	chr1	-	91401087-91403042;91383711-91403042	91383609-91383948;91400965-91401087;91403042-91403647	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ZNF644
PPP1R14B	ENSG00000173457	ENSG00000173457:64012676-64013288:source	-0.401306021294;0.0320885854858;0.281174714904	0.999871602625;0.008453868055;0.974907720304	0.971;0.028;0.025	0.579;0.121;0.299	t|1e0|2e1.1o1|2e2.1o1|2e3.1o2	False	True	True	3	4	1	chr11	-	64012759-64013888;64012759-64013526;64012759-64012849	64012676-64013288;64013526-64013665;64013888-64014413	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/26_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PPP1R14B
HECTD1	ENSG00000092148	ENSG00000092148:31676222-31677010:target	0.420643291935;-0.420643291935	0.919804159033;0.919804159033	0.284;0.716	0.719;0.281	s|1e1.2o2|2e1.2o2	True	True	False	2	2	0	chr14	-	31675163-31676597;31675163-31676222	31675003-31675382;31675003-31675382;31676222-31677010	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HECTD1
PCYT2	ENSG00000185813	ENSG00000185813:79864636-79864774:source	-9.82976278615e-06;0.2653821205;-0.185749569544;-0.000128671463573;-1.03308456064e-05	5.60460009502e-09;0.849891206164;0.619259069771;1.85886126588e-08;4.00063902197e-09	0.026;0.627;0.310;0.034;0.026	0.025;0.903;0.085;0.025;0.025	t|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2|2e0|i	True	True	True	4	4	1	chr17	-	79864774-79865649;79864774-79865430;79864774-79865080;79864774-79864859;79864774-79864775	79864636-79864774;79864775-79864858;79864859-79865133;79864859-79865133;79865430-79865474;79865649-79865733	;;;;;	;;;;;	(79864775, 79864858)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PCYT2
TBC1D22A	ENSG00000054611	ENSG00000054611:47370186-47370295:source	-0.325131217658;0.325131217658	0.974591283771;0.974591283771	0.351;0.649	0.033;0.967	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr22	+	47370295-47371732;47370295-47393530	47370186-47370295;47371732-47371742;47393530-47393605	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/2_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TBC1D22A
LRCH3	ENSG00000186001	ENSG00000186001:197592294-197592342:target	0.00616584575109;0.408489838212;-0.499941053069	0.00409640978495;0.972673979776;0.995775712578	0.052;0.116;0.834	0.134;0.521;0.346	t|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chr3	+	197579491-197592294;197581316-197592294;197585776-197592294	197579199-197579491;197581261-197581316;197585689-197586310;197592294-197592342	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/29_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LRCH3
BRCA1	ENSG00000012048	ENSG00000012048:41228505-41228631:source	0.266167737569;-0.277307471439;1.84333195014e-05	0.813764403671;0.853095846868;7.36191656926e-07	0.651;0.342;0.026	0.942;0.049;0.027	t|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr17	-	41228631-41234421;41228628-41234421;41228628-41231351	41228505-41228631;41231351-41231416;41234421-41234592;41234421-41234592	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BRCA1
BRCA1	ENSG00000012048	ENSG00000012048:41234421-41234592:target	-0.000109268263675;0.298642676028;-0.279743286388;9.60888165053e-06;9.60888165053e-06	1.29678406789e-06;0.876831581218;0.86657546256;3.40299480994e-07;3.40299480994e-07	0.034;0.625;0.338;0.025;0.025	0.026;0.938;0.046;0.026;0.026	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	False	True	True	5	5	0	chr17	-	41231416-41234421;41228631-41234421;41228628-41234421;41215968-41234421;41215390-41234421	41215350-41215390;41215891-41215968;41228505-41228631;41228505-41228631;41231351-41231416;41234421-41234592	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BRCA1
TMEM107	ENSG00000179029	ENSG00000179029:8079277-8079344:target	-0.00020532934357;-0.214192946308;0.00176842903061;0.213150870832	1.56941022092e-05;0.6608258204;0.000197295859847;0.71998908024	0.044;0.879;0.044;0.042	0.031;0.605;0.087;0.282	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr17	-	8079193-8079277;8079175-8079277;8077590-8079277;8079276-8079277	8076555-8077590;8079075-8079193;8079075-8079193;8079194-8079276;8079277-8079344	;;;;	;;;;	(8079194, 8079276)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/27_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TMEM107
PRC1	ENSG00000198901	ENSG00000198901:91512677-91512853:target	-1.32807909731e-05;-0.0135966571154;-0.000396328334827;0.217053491692;-0.0101436087482	7.94062268336e-07;0.0240645591929;1.41372215123e-08;0.682064453075;0.0230912129675	0.034;0.266;0.044;0.172;0.481	0.034;0.156;0.025;0.429;0.382	s|1e0|2e1.1o1|2e2.1o1|2e3.1o1|3e1.1o1|3e2.1o1	True	True	True	5	4	0	chr15	-	91512350-91512754;91510432-91512754;91509883-91512754;91512350-91512677;91510432-91512677	91509270-91509883;91509894-91510432;91509894-91510432;91512309-91512350;91512309-91512350;91512677-91512853	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/31_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PRC1
SBNO2	ENSG00000064932	ENSG00000064932:1127603-1127764:source	-0.301357438858;0.305950669393;-6.67278355851e-06	0.878742883412;0.887196411242;4.65926932881e-09	0.566;0.428;0.026	0.254;0.743;0.025	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr19	-	1127764-1147308;1127764-1132089;1127764-1131850	1127603-1127764;1131850-1132220;1131850-1132220;1147308-1147419	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/2_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SBNO2
FAM24B	ENSG00000213185	ENSG00000213185:124608594-124608955:source	0.393418712804;-0.393418712804	0.914528301302;0.914528301302	0.087;0.913	0.497;0.503	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr10	-	124608955-124615161;124608955-124609940	124608594-124608955;124609940-124610066;124614772-124615302	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM24B
CCDC57	ENSG00000176155	ENSG00000176155:80059566-80059742:source	0.201251031116;-0.000967049593428;-3.38300546487e-08;-0.0577080666496;-0.00220229886289	0.662507070726;1.2620077439e-06;6.90410213044e-14;0.166963413849;1.00954869977e-05	0.265;0.061;0.025;0.597;0.074	0.499;0.032;0.025;0.438;0.030	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|2e0	True	True	True	5	5	1	chr17	-	80059742-80085568;80059742-80066644;80059742-80065278;80059742-80064146;80059742-80064051	80059566-80059742;80064051-80064463;80064051-80064463;80065278-80065497;80066644-80066830;80085568-80085784	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/26_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CCDC57
ALAS1	ENSG00000023330	ENSG00000023330:52233226-52233456:target	-0.304462548281;0.2226143654;0.000647074579528;7.46089375316e-05	0.867411454934;0.688648896537;1.35430265916e-05;1.07084649498e-07	0.818;0.149;0.033;0.025	0.497;0.419;0.059;0.031	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr3	+	52232271-52233226;52232864-52233226;52232271-52233237;52232864-52233237	52232102-52232271;52232102-52232271;52232688-52232864;52232688-52232864;52233226-52233456	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/1_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ALAS1
CTD-3184A7.4	ENSG00000232442	ENSG00000232442:62258580-62258745:source	0.225627788914;7.81591942403e-05;-0.0029925615289;-0.0559338911082	0.743609106799;2.90992373329e-06;0.000536603260511;0.163214932847	0.032;0.032;0.095;0.851	0.268;0.037;0.037;0.665	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr20	+	62258745-62259543;62258745-62259598;62258745-62259622;62258745-62258746	62258580-62258745;62258746-62259542;62259543-62260177;62259543-62260177;62259543-62260177	;;;;	;;;;	(62258746, 62259542)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/33_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CTD-3184A7.4
ARHGAP26	ENSG00000145819	ENSG00000145819:142593562-142593653:target	0.201363932478;-2.29145057502e-05;-0.168613807751;-2.29145057502e-05	0.570349986155;8.78963157198e-06;0.473352250568;8.78963157198e-06	0.072;0.029;0.905;0.029	0.374;0.027;0.609;0.027	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr5	+	142526946-142593562;142545009-142593562;142586873-142593562;142587038-142593562	142526796-142527081;142544478-142545009;142586763-142586873;142586948-142587038;142593562-142593653	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/18_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ARHGAP26
CERS4	ENSG00000090661	ENSG00000090661:8321775-8322045:source	-0.217065897315;0.237230705758;-3.00441886436e-05	0.655023147767;0.719860815202;3.0427412122e-06	0.928;0.060;0.029	0.644;0.348;0.026	s|1e1.1o1|1e2.2o2|1e3.1o1|2e0	True	False	True	3	4	1	chr19	+	8321961-8322763;8321961-8326572;8321961-8326814	8321775-8322045;8322763-8322869;8326511-8326728;8326814-8327305	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CERS4
FAM111A	ENSG00000166801	ENSG00000166801:58910970-58911170:source	-0.000646156451448;-8.19404342206e-08;-0.000618070692028;0.273461870725;-0.0785275265806	1.61869716871e-05;6.32047585362e-09;2.30204350281e-05;0.841084644599;0.238346561591	0.055;0.025;0.058;0.093;0.790	0.025;0.025;0.032;0.382;0.583	s|1e0|2e1.1o6|2e1.2o6|2e1.3o6|2e2.2o2|3e0|i	True	True	True	4	3	1	chr11	+	58911168-58911641;58911168-58912011;58911168-58912217;58911168-58913300;58911170-58911171	58910970-58911170;58911171-58911640;58911641-58912373;58911641-58912373;58911641-58912373;58912536-58913329	;;;;;	;;;;;	(58911171, 58911640)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/23_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM111A
TRIT1	ENSG00000043514	ENSG00000043514:40313658-40313769:source	-0.000303379674572;-0.233807072321;0.275903240458;1.46006105075e-05	2.83971980094e-05;0.692380345448;0.764661602206;2.5206695742e-06	0.046;0.352;0.597;0.026	0.028;0.059;0.923;0.028	t|1e0|1e1.1o1|1e2.1o2|1e2.2o2|2e2.2o2	True	True	True	4	3	0	chr1	-	40313769-40348990;40313769-40315795;40313769-40315791;40313763-40315791	40313658-40313769;40315791-40315933;40315791-40315933;40315791-40315933;40348990-40349183	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/1_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRIT1
METRN	ENSG00000103260	ENSG00000103260:767071-767390:target	-0.231389898616;0.231389898616	0.727285706682;0.727285706682	0.938;0.062	0.660;0.340	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	766992-767071;767070-767071	766933-766992;766993-767070;767071-767390	;;	;;	(766993, 767070)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/6_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#METRN
METRN	ENSG00000103260	ENSG00000103260:766933-766992:source	-0.365670520475;0.365670520475	0.937803202462;0.937803202462	0.882;0.118	0.511;0.489	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	766992-767071;766992-766993	766933-766992;766993-767070;767071-767390	;;	;;	(766993, 767070)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/6_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#METRN
CUL2	ENSG00000108094	ENSG00000108094:35360127-35360267:source	-0.269452861857;0.38537816306;-0.00254573525636;-6.62833369909e-05;2.61823314464e-06	0.776914323392;0.984927655468;0.00283479584511;3.52646308092e-08;3.15912646302e-09	0.613;0.132;0.228;0.030;0.025	0.307;0.509;0.176;0.025;0.025	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	False	False	True	5	6	1	chr10	-	35360267-35379358;35360267-35379107;35360267-35378824;35360267-35370921;35360267-35363120	35360127-35360267;35363120-35363216;35370921-35370931;35378824-35378963;35379107-35379294;35379358-35379570	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/7_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CUL2
CRAMP1L	ENSG00000007545	ENSG00000007545:1716423-1716601:target	0.621413094016;-0.621413094016	0.999827919152;0.999827919152	0.099;0.901	0.705;0.295	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr16	+	1715139-1716423;1716178-1716423	1715058-1715139;1715777-1716178;1716423-1716601	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CRAMP1L
CRAMP1L	ENSG00000007545	ENSG00000007545:1715058-1715139:source	-0.554922121555;0.554922121555	0.998230875628;0.998230875628	0.890;0.110	0.348;0.652	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr16	+	1715139-1716074;1715139-1716423	1715058-1715139;1715777-1716178;1716423-1716601	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CRAMP1L
GLUL	ENSG00000135821	ENSG00000135821:182357707-182359439:source	0.36229594534;-0.346787406174;-0.000148222473542	0.997772196527;0.996645239559;1.36872216424e-08	0.561;0.405;0.035	0.914;0.066;0.025	t|1e0|2e0|3e1.1o1|3e2.1o1|3e3.1o1	False	True	True	3	4	0	chr1	-	182357885-182360814;182357885-182360310;182357885-182359632	182357707-182359439;182359632-182359987;182360310-182360539;182360814-182361341	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GLUL
EZH1	ENSG00000108799	ENSG00000108799:40872291-40872322:target	0.209004300017;-3.79805245953e-06;-0.216781833237	0.663830115492;8.5014727905e-07;0.68523339451	0.735;0.027;0.255	0.970;0.027;0.027	s|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr17	-	40871225-40872291;40870635-40872291;40865407-40872291	40865227-40865407;40870119-40870635;40871123-40871225;40872291-40872322	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#EZH1
TMEM143	ENSG00000161558	ENSG00000161558:48848417-48848611:source	-2.33240690458e-05;0.383643644661;-2.33240690458e-05;-0.381941394524	3.21843554574e-06;0.99165103752;3.21843554574e-06;0.97553026894	0.028;0.028;0.028;0.961	0.026;0.403;0.026;0.584	t|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o2	False	False	True	4	5	0	chr19	-	48848611-48867155;48848611-48866548;48848611-48863576;48848611-48863329	48848417-48848611;48863133-48863440;48863544-48863825;48866548-48866788;48867155-48867494	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TMEM143
TMEM143	ENSG00000161558	ENSG00000161558:48866548-48866788:target	-2.7226485447e-05;-2.7226485447e-05;-0.409917170412;0.41830397434;-2.7226485447e-05	6.60125019327e-06;6.60125019327e-06;0.968434268915;0.994207082686;6.60125019327e-06	0.028;0.028;0.954;0.028;0.028	0.026;0.026;0.546;0.437;0.026	s|1e1.1o2|1e1.2o2|1e2.2o2|1e3.1o1|1e4.1o1	False	True	True	5	5	0	chr19	-	48863825-48866548;48863667-48866548;48863433-48866548;48848611-48866548;48846708-48866548	48846510-48846708;48848417-48848611;48863133-48863440;48863544-48863825;48863544-48863825;48866548-48866788	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TMEM143
VILL	ENSG00000136059	ENSG00000136059:38039581-38039659:source	-0.294824031988;0.294824031988	0.721212028168;0.721212028168	0.700;0.300	0.331;0.669	s|1e1.1o2|i	False	False	False	1	2	1	chr3	+	38039659-38039757;38039659-38039660	38039581-38039659;38039660-38039756;38039757-38040330	;;	;;	(38039660, 38039756)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/15_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#VILL
PHF20L1	ENSG00000129292	ENSG00000129292:133815786-133816277:source	1.04720193561e-05;-0.213140967089;0.202443368909	2.04553587041e-07;0.671454192345;0.635276321611	0.026;0.343;0.650	0.027;0.080;0.911	s|1e1.1o3|1e1.2o3|1e1.3o3	False	True	False	3	2	0	chr8	+	133816277-133816826;133816277-133816857;133816277-133816860	133815786-133816277;133816826-133816985;133816826-133816985;133816826-133816985	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/13_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PHF20L1
RP1-151F17.1	ENSG00000229931	ENSG00000229931:16762143-16762510:source	0.2465666966;-0.2465666966	0.692922500344;0.692922500344	0.562;0.438	0.877;0.123	s|1e1.1o1|i	False	False	False	1	2	1	chr6	+	16762510-16762583;16762510-16762511	16762143-16762510;16762511-16762582;16762583-16762883	;;	;;	(16762511, 16762582)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/33_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RP1-151F17.1
AKAP13	ENSG00000170776	ENSG00000170776:86207794-86207986:target	-0.529862588756;0.543950746802;-0.000479655741342	0.991164668254;0.996806768353;0.00186053638654	0.751;0.108;0.141	0.231;0.639;0.129	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr15	+	86199018-86207794;86201821-86207794;86205684-86207794	86198648-86199018;86201768-86201821;86205619-86205684;86207794-86207986	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/25_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AKAP13
AKAP13	ENSG00000170776	ENSG00000170776:86198648-86199018:source	0.333806291321;1.39979031452e-05;-0.340146271224	0.89319608909;2.31040055168e-07;0.906316178268	0.487;0.025;0.507	0.836;0.027;0.155	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr15	+	86199018-86201768;86199018-86205619;86199018-86207794	86198648-86199018;86201768-86201821;86205619-86205684;86207794-86207986	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/25_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AKAP13
TMEM156	ENSG00000121895	ENSG00000121895:39000243-39000529:target	-0.135195809204;0.215304728453;-1.93702193122e-05;-0.000361921880761	0.395208148799;0.673383781315;7.08163418148e-07;4.12413156891e-05	0.231;0.716;0.027;0.047	0.032;0.963;0.025;0.025	s|1e2.1o1|2e2.1o1|3e1.1o1|i	True	True	True	3	3	1	chr4	-	38995618-39000344;38995618-39000260;39000160-39000243;39000242-39000243	38995355-38995618;38995355-38995618;39000080-39000160;39000161-39000242;39000243-39000529	;;;;	;;;;	(39000161, 39000242)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/11_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TMEM156
NANS	ENSG00000095380	ENSG00000095380:100845128-100845357:target	-0.362632022641;0.362632022641	0.980995851509;0.980995851509	0.843;0.157	0.488;0.512	t|1e1.2o3|i	False	False	False	1	2	1	chr9	+	100843364-100845128;100845127-100845128	100843098-100844448;100844449-100845127;100845128-100845357	;;	;;	(100844449, 100845127)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NANS
RHOBTB2	ENSG00000008853	ENSG00000008853:22865352-22865624:target	0.509641626994;-0.509641626994	0.993948180603;0.993948180603	0.073;0.927	0.572;0.428	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr8	+	22865259-22865506;22865351-22865352	22864241-22865259;22865260-22865351;22865352-22865624	;;	;;	(22865260, 22865351)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RHOBTB2
AMBRA1	ENSG00000110497	ENSG00000110497:46563495-46564531:target	-0.306438284739;0.271664476685;0.000150681971607	0.765217578695;0.70686964098;1.40492240111e-05	0.839;0.145;0.030	0.472;0.492;0.040	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr11	-	46534363-46563495;46529920-46563495;46515754-46563495	46515674-46515754;46529741-46529920;46534277-46534363;46563495-46564531	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AMBRA1
CD27-AS1	ENSG00000215039	ENSG00000215039:6560635-6560733:target	-0.333348964321;4.80638728708e-06;0.334026979876	0.997019833712;2.25891971642e-11;0.995770763421	0.350;0.025;0.646	0.025;0.025;0.971	s|1e1.1o1|1e2.2o3|i	False	False	True	2	3	1	chr12	-	6560146-6560635;6557923-6560635;6560634-6560635	6557806-6557951;6560036-6560146;6560616-6560634;6560635-6560733	;;;	;;;	(6560616, 6560634)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CD27-AS1
