#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
MYO1F	ENSG00000142347	ENSG00000142347:8616307-8616758:target	-0.19141775209;-0.000506203952226;0.26730054612	0.616986819683;9.28273110369e-07;0.855070035911	0.829;0.043;0.127	0.593;0.025;0.401	s|1e0|2e1.1o3|2e1.2o3|3e0|4e0|i	True	True	False	2	2	1	chr19	-	8615578-8616624;8615566-8616624;8616306-8616307	8615440-8615578;8615440-8615578;8615579-8616306;8616307-8616758	;;;	;;;	(8615579, 8616306)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/34_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MYO1F
MARCH2	ENSG00000099785	ENSG00000099785:8486673-8486900:target	-0.511314420071;0.511314420071	0.999897539121;0.999897539121	0.547;0.453	0.048;0.952	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	+	8478304-8486673;8483691-8486673	8478154-8478304;8483289-8483691;8486673-8486900	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/10_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MARCH2
HNRNPC	ENSG00000092199	ENSG00000092199:21731779-21733675:target	3.66556487546e-05;-0.261494035006;0.214756502605	0.000348786630824;0.822085043881;0.632560373663	0.067;0.293;0.640	0.068;0.028;0.921	s|1e1.3o3|2e1.3o3|i	True	True	False	2	2	1	chr14	-	21731495-21731826;21731495-21731779;21731778-21731779	21731152-21731741;21731152-21731741;21731742-21731778;21731779-21733675	;;;	;;;	(21731742, 21731778)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/9_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#HNRNPC
RPL12	ENSG00000197958	ENSG00000197958:130211389-130211800:source	6.54903449303e-05;9.20588130218e-07;-0.307576143328;0.302207727732	3.96645318549e-09;1.18051200337e-11;0.976908467863;0.974781285976	0.025;0.025;0.940;0.040	0.028;0.025;0.640;0.335	t|1e2.1o1|2e1.1o1|2e2.1o1|i	True	True	True	3	3	1	chr9	-	130211800-130211889;130211641-130213010;130211641-130211889;130211800-130211801	130211389-130211800;130211801-130211888;130211889-130211987;130211889-130211987;130213010-130213083	;;;;	;;;;	(130211801, 130211888)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPL12
CNPY3	ENSG00000137161	ENSG00000137161:42903312-42903408:target	-0.0501919491604;0.239248461434;-0.130961067826;0.00146714621908	0.00823324747901;0.74658492821;0.422582791096;0.000404957363632	0.120;0.554;0.278;0.048	0.026;0.830;0.080;0.083	t|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr6	+	42897459-42903312;42902336-42903312;42903211-42903312;42903311-42903312	42896938-42897459;42902213-42902336;42903150-42903211;42903212-42903311;42903312-42903408	;;;;	;;;;	(42903212, 42903311)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/29_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CNPY3
ASCC1	ENSG00000138303	ENSG00000138303:73975965-73976069:target	-4.95017932044e-06;-4.95017932044e-06;-4.95017932044e-06;-0.369334828774;-4.95017932044e-06;0.373702338541	9.64224301812e-08;9.64224301812e-08;9.64224301812e-08;0.909171252242;9.64224301812e-08;0.914577956815	0.026;0.026;0.026;0.663;0.026;0.319	0.025;0.025;0.025;0.281;0.025;0.704	s|1e1.1o4|1e1.4o4|1e2.1o3|1e2.2o3|1e2.3o3|i	False	True	True	5	3	1	chr10	-	73975867-73975965;73975612-73975965;73973109-73975965;73973089-73975965;73973035-73975965;73975964-73975965	73972945-73973109;73972945-73973109;73972945-73973109;73975535-73975867;73975535-73975867;73975868-73975964;73975965-73976069	;;;;;;	;;;;;;	(73975868, 73975964)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/30_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ASCC1
ATP6V1G2-DDX39B	ENSG00000254870	ENSG00000254870:31500557-31500688:source	0.273304255333;-0.273304255333	0.975656785218;0.975656785218	0.698;0.302	0.964;0.036	t|1e1.1o1|i	False	False	False	1	2	1	chr6	-	31500688-31503144;31500688-31500689	31500557-31500688;31500689-31503143;31503144-31503262	;;	;;	(31500689, 31503143)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/61_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ATP6V1G2-DDX39B
MAP2K7	ENSG00000076984	ENSG00000076984:7968728-7968953:source	-0.000112571198466;0.233956192057;-0.196438002859	3.78361852413e-07;0.664046563446;0.567301953673	0.032;0.303;0.670	0.026;0.602;0.390	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	+	7968953-7969336;7968953-7970693;7968953-7974640	7968728-7968953;7969336-7969433;7970693-7971951;7974640-7974781	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/6_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MAP2K7
STRADA	ENSG00000266173	ENSG00000266173:61805272-61805773:target	-0.0435612808793;4.84365604567e-05;0.261090454189;-0.0676122578541	0.117191913169;6.59969731835e-06;0.738955995427;0.121093267632	0.228;0.026;0.599;0.167	0.066;0.029;0.913;0.029	s|1e1.1o1|1e2.2o2|2e1.1o1|2e2.2o2|3e0	True	True	True	4	3	0	chr17	-	61804055-61805718;61791468-61805718;61804055-61805694;61791468-61805694	61791366-61791914;61791366-61791914;61803998-61804055;61803998-61804055;61805272-61805773	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/62_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#STRADA
DPP7	ENSG00000176978	ENSG00000176978:140007172-140007257:target	0.217223910754;8.18722739606e-08;8.18722739606e-08;-0.219557259237	0.766520576845;6.22690370466e-15;6.22690370466e-15;0.778814815479	0.689;0.025;0.025;0.309	0.904;0.025;0.025;0.092	s|1e1.2o4|2e1.2o4|2e1.4o4|i	True	True	False	3	2	1	chr9	-	140006682-140007197;140006682-140007172;140006621-140007172;140007171-140007172	140006564-140007056;140006564-140007056;140006564-140007056;140007057-140007171;140007172-140007257	;;;;	;;;;	(140007057, 140007171)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/50_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#DPP7
CHTOP	ENSG00000160679	ENSG00000160679:153609048-153609129:source	-0.235934313987;0.235934313987	0.809021538789;0.809021538789	0.934;0.066	0.703;0.297	s|1e1.2o3|i	False	False	False	1	2	1	chr1	+	153609129-153610771;153609129-153609130	153609048-153609129;153609130-153610559;153610560-153610924	;;	;;	(153609130, 153610559)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/41_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CHTOP
SH3GLB2	ENSG00000148341	ENSG00000148341:131774509-131774577:target	0.411368779482;-4.27419033149e-05;-0.405361257525	0.99240582096;3.57044673987e-09;0.992272428477	0.416;0.028;0.564	0.818;0.026;0.168	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr9	-	131772972-131774515;131772488-131774515;131774508-131774509	131772399-131772488;131772949-131772972;131774296-131774508;131774509-131774577	;;;	;;;	(131774296, 131774508)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/36_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SH3GLB2
SRRM2	ENSG00000167978	ENSG00000167978:2807473-2807580:target	-0.23445210332;-0.00244600602523;0.297361779557	0.841052476001;6.32490688127e-07;0.97592732206	0.280;0.063;0.657	0.049;0.025;0.947	t|1e1.1o2|1e1.2o2|1e2.1o1|2e0	True	True	True	3	3	0	chr16	+	2802847-2807473;2802855-2807473;2806607-2807473	2802330-2802855;2802330-2802855;2806335-2806607;2807473-2807580	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/46_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SRRM2
SRRM2	ENSG00000167978	ENSG00000167978:2809570-2809732:source	0.224259586501;-0.224259586501	0.740399708887;0.740399708887	0.452;0.548	0.690;0.310	s|1e1.1o1|1e2.2o2|2e0	True	False	True	2	3	0	chr16	+	2809662-2809748;2809662-2810302	2809570-2809732;2809748-2809844;2810034-2810847	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/46_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SRRM2
NAP1L4	ENSG00000205531	ENSG00000205531:3000437-3000467:source	0.443126395175;3.19971402023e-05;-0.262968012323;-0.0141004680003;-0.00287050085307;-6.89458272876e-06;-3.69895044173e-05;-1.29430491604e-07	0.999896840921;1.08988407553e-09;0.778206192144;0.0284615142772;6.03035870324e-05;4.67989456312e-09;3.40956882447e-09;1.53480994053e-11	0.028;0.025;0.599;0.275;0.067;0.027;0.027;0.025	0.460;0.027;0.313;0.190;0.025;0.026;0.025;0.025	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1	True	False	True	8	7	1	chr11	-	3000467-3013484;3000467-3013459;3000467-3013024;3000467-3010359;3000467-3009307;3000467-3004992;3000467-3004976;3000467-3002932	3000437-3000467;3002932-3003029;3004976-3005043;3004976-3005043;3009307-3009356;3010359-3010501;3013024-3013332;3013459-3013607;3013459-3013607	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/58_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NAP1L4
NAP1L4	ENSG00000205531	ENSG00000205531:3013024-3013332:target	-0.208777776494;0.208777776494	0.638581040496;0.638581040496	0.974;0.026	0.760;0.240	s|1e1.1o1|i	False	False	False	1	2	1	chr11	-	3000467-3013024;3013023-3013024	3000437-3000467;3012223-3013023;3013024-3013332	;;	;;	(3012223, 3013023)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/58_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#NAP1L4
ITGA6	ENSG00000091409	ENSG00000091409:173356153-173356251:target	-0.247368715727;0.247368715727	0.807743507812;0.807743507812	0.974;0.026	0.731;0.269	t|1e1.2o2|i	False	False	False	1	2	1	chr2	+	173356059-173356153;173356152-173356153	173355949-173356059;173356060-173356152;173356153-173356251	;;	;;	(173356060, 173356152)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/9_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ITGA6
AC099552.4	ENSG00000217825	ENSG00000217825:154989979-154990165:target	-0.218202510768;0.218202510768	0.645325975327;0.645325975327	0.376;0.624	0.096;0.904	s|1e1.2o3|1e1.3o3	False	True	False	2	2	0	chr7	-	154989103-154989979;154989084-154989979	154988972-154989111;154988972-154989111;154989979-154990165	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/60_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#AC099552.4
MGST2	ENSG00000085871	ENSG00000085871:140599697-140600278:source	1.9569853584e-05;-0.234536385192;0.228243386564	6.22831063179e-08;0.756970035473;0.735908765439	0.025;0.935;0.062	0.026;0.692;0.301	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr4	+	140599796-140608814;140599796-140616351;140599796-140624609	140599697-140600278;140608814-140608894;140616351-140616421;140624609-140624690	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/7_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MGST2
CIITA	ENSG00000179583	ENSG00000179583:11000356-11002744:source	-0.000138299052533;-0.000821966359818;-0.0148559890295;-0.0420061475726;0.28079602307	1.52889011209e-09;1.71699393006e-07;0.00180874924708;0.107938132202;0.913964224067	0.031;0.049;0.113;0.627;0.180	0.025;0.025;0.034;0.504;0.457	s|1e1.3o3|2e2.1o3|2e2.2o3|2e2.3o3|3e0|i	True	True	True	4	3	1	chr16	+	11000616-11000748;11002006-11002803;11002006-11002840;11002006-11002886;11002744-11002745	11000356-11002744;11002745-11002802;11002803-11003044;11002803-11003044;11002803-11003044	;;;;	;;;;	(11002745, 11002802)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/51_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CIITA
FUS	ENSG00000089280	ENSG00000089280:31198123-31198566:target	-0.283538205305;1.54867987626e-07;0.281175206211	0.867790776104;1.13547918886e-15;0.863606057838	0.718;0.025;0.281	0.434;0.025;0.563	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	+	31196500-31198123;31196877-31198123;31198122-31198123	31196260-31196500;31196820-31196877;31196878-31198122;31198123-31198566	;;;	;;;	(31196878, 31198122)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FUS
AEBP2	ENSG00000139154	ENSG00000139154:19671609-19673158:target	-0.359255910687;0.359255910687	0.976235739091;0.976235739091	0.429;0.571	0.077;0.923	t|1e1.1o2|i	False	False	False	1	2	1	chr12	+	19671047-19671609;19671608-19671609	19671021-19671126;19671127-19671608;19671609-19673158	;;	;;	(19671127, 19671608)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/31_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#AEBP2
TYW5	ENSG00000162971	ENSG00000162971:200806781-200808557:source	3.60318250517e-05;0.248106839805;-0.260244503313	9.74345455582e-07;0.717163115747;0.749365842645	0.025;0.532;0.462	0.027;0.832;0.158	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr2	-	200808557-200820116;200808557-200813060;200808557-200813041	200806781-200808557;200813041-200813195;200813041-200813195;200820116-200820459	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/42_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TYW5
TYW5	ENSG00000162971	ENSG00000162971:200813041-200813195:target	0.269166420914;-0.00135162355009;-0.226453480102	0.767170739426;7.0861974455e-05;0.6831391707	0.496;0.074;0.430	0.807;0.047;0.149	s|1e1.1o1|1e2.1o1|2e1.1o1	True	True	True	3	3	1	chr2	-	200808557-200813060;200804856-200813060;200808557-200813041	200804812-200804856;200806781-200808557;200806781-200808557;200813041-200813195	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/42_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TYW5
PRKX	ENSG00000183943	ENSG00000183943:3530218-3530322:target	0.337798344108;-0.337798344108	0.824131163086;0.824131163086	0.323;0.677	0.701;0.299	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chrX	-	3529375-3530218;3526986-3530218	3522411-3526986;3528992-3529375;3530218-3530322	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PRKX
CCAR1	ENSG00000060339	ENSG00000060339:70515127-70515293:target	-0.273189353096;0.000147862765988;0.245368499544	0.938287235103;1.62697673399e-07;0.859813835531	0.975;0.025;0.025	0.708;0.032;0.264	t|1e1.1o1|1e2.1o1|2e0|i	False	True	True	2	3	1	chr10	+	70514584-70515127;70515042-70515127;70515126-70515127	70514436-70514584;70514939-70515042;70515043-70515126;70515127-70515293	;;;	;;;	(70515043, 70515126)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/4_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCAR1
PIEZO1	ENSG00000103335	ENSG00000103335:88791824-88791927:target	-0.469414566315;0.469414566315	0.999930926896;0.999930926896	0.516;0.484	0.058;0.942	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr16	-	88791488-88791824;88790379-88791824	88790355-88790379;88791417-88791488;88791824-88791927	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/12_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PIEZO1
TRIM65	ENSG00000141569	ENSG00000141569:73888092-73888266:target	-0.276858007644;0.276858007644	0.899243006278;0.899243006278	0.957;0.043	0.680;0.320	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	73887959-73888092;73887428-73888092	73885041-73887428;73887894-73887959;73888092-73888266	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TRIM65
ARRB2	ENSG00000141480	ENSG00000141480:4618884-4619328:target	-0.256401097018;-0.0188221922495;0.333401062287	0.865386512217;0.0350100874533;0.980100272989	0.465;0.278;0.257	0.209;0.209;0.582	t|1e0|2e1.1o2|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr17	+	4614039-4619268;4618338-4619268;4618631-4619268	4613784-4614184;4617846-4618338;4618446-4618631;4618884-4619328	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/33_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ARRB2
CALM1	ENSG00000198668	ENSG00000198668:90865335-90865431:source	-0.33319545946;0.33319545946	0.81510169497;0.81510169497	0.604;0.396	0.228;0.772	s|1e1.2o2|i	False	False	False	1	2	1	chr14	+	90865431-90866409;90865431-90865432	90865335-90865431;90865432-90866321;90866322-90866775	;;	;;	(90865432, 90866321)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CALM1
CALM1	ENSG00000198668	ENSG00000198668:90864276-90865147:source	-0.183083156182;-0.126187742132;-1.75023149947e-06;-1.75023149947e-06;0.41316645138	0.584980936441;0.285659239348;1.06513764964e-07;1.06513764964e-07;0.994248166614	0.258;0.184;0.026;0.026;0.547	0.038;0.026;0.026;0.026;0.951	s|1e1.1o1|1e2.2o2|2e1.1o1|3e1.1o1|4e0|i	True	True	True	4	3	1	chr14	+	90864832-90865335;90864832-90866409;90864895-90865335;90864904-90865335;90865147-90865148	90864276-90865147;90865148-90865334;90865335-90865431;90865335-90865431;90865335-90865431;90866322-90866775	;;;;;	;;;;;	(90865148, 90865334)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CALM1
SRRM1	ENSG00000133226	ENSG00000133226:24993046-24993416:target	0.239218653092;-0.239218653092	0.764843857843;0.764843857843	0.660;0.340	0.928;0.072	t|1e0|2e1.1o2|2e2.1o1	False	True	True	2	3	0	chr1	+	24989295-24993306;24989715-24993306	24989151-24989559;24989674-24989715;24993046-24993416	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/26_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SRRM1
RAPGEF2	ENSG00000109756	ENSG00000109756:160264433-160264556:source	0.200473626408;-0.200473626408	0.6643260213;0.6643260213	0.037;0.963	0.279;0.721	s|1e1.1o1|1e2.1o2	False	False	True	2	3	0	chr4	+	160264556-160265188;160264556-160266258	160264433-160264556;160265188-160265211;160266258-160266481	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/15_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RAPGEF2
USP48	ENSG00000090686	ENSG00000090686:22016467-22016592:source	0.263874838861;-0.263874838861	0.80400526305;0.80400526305	0.074;0.926	0.352;0.648	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	-	22016592-22027991;22016592-22021559	22016467-22016592;22021559-22021714;22027991-22028095	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/9_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#USP48
SFI1	ENSG00000198089	ENSG00000198089:32010153-32010846:target	0.000377110877038;-0.286694966088;1.33924928701e-05;9.19520428024e-06;0.242144360124	1.05132418238e-05;0.828233160964;6.47583430161e-08;6.47686456941e-08;0.721833263356	0.025;0.687;0.025;0.025;0.289	0.041;0.378;0.026;0.026;0.573	t|1e0|2e0|3e0|4e1.2o2|4e2.1o2|4e2.2o2|4e3.1o2|i	True	True	True	4	4	1	chr22	+	32009516-32010775;32009841-32010775;32009889-32010775;32010592-32010775;32010152-32010153	32009340-32009516;32009821-32009889;32009821-32009889;32009890-32010152;32010153-32010846	;;;;	;;;;	(32009890, 32010152)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/56_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SFI1
MVP	ENSG00000013364	ENSG00000013364:29831715-29831831:source	-2.58597648538e-06;-0.00674637599491;0.335722994004;-0.219248162183	2.10283189155e-10;0.000459693056329;0.960677159808;0.7107301344	0.025;0.086;0.505;0.404	0.025;0.025;0.836;0.158	s|1e1.1o1|1e2.1o2|1e2.2o2|i	False	True	True	3	3	1	chr16	+	29831831-29837263;29831831-29841795;29831831-29841836;29831831-29831832	29831715-29831831;29831832-29832644;29837263-29837413;29841795-29841996;29841795-29841996	;;;;	;;;;	(29831832, 29832644)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/1_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MVP
HMGA1	ENSG00000137309	ENSG00000137309:34212608-34214008:target	2.92594710496e-06;0.260427531831;-0.264452890579	7.39972165519e-11;0.823320371099;0.833432550186	0.025;0.402;0.596	0.025;0.673;0.323	t|1e1.1o2|1e2.1o2|2e2.2o2	True	True	True	3	3	1	chr6	+	34210555-34212608;34211295-34212608;34211299-34212611	34210489-34210572;34211245-34211299;34211245-34211299;34212608-34214008	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/29_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#HMGA1
RPL26	ENSG00000161970	ENSG00000161970:8286093-8286531:target	-1.54011740498e-08;0.592101687806;-1.54011740498e-08;-0.183167760145;-0.408794449321;-1.54011740498e-08	5.03029012807e-18;0.99999999956;5.03029012807e-18;0.539540799363;0.999807920734;5.03029012807e-18	0.025;0.300;0.025;0.212;0.485;0.025	0.025;0.877;0.025;0.032;0.086;0.025	s|1e1.2o4|1e1.3o4|1e2.1o1|2e1.3o4|3e1.3o4|4e1.3o4	True	True	True	6	3	0	chr17	-	8285656-8286475;8285633-8286475;8285408-8286475;8285633-8286180;8285633-8286099;8285633-8286093	8285102-8285408;8285461-8285872;8285461-8285872;8285461-8285872;8285461-8285872;8285461-8285872;8286093-8286531	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/42_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPL26
MARK2	ENSG00000072518	ENSG00000072518:63672258-63672515:target	0.306447036261;-0.306447036261	0.931434269896;0.931434269896	0.456;0.544	0.761;0.239	t|1e1.2o3|1e2.1o1	False	False	True	2	3	0	chr11	+	63670630-63672258;63671619-63672258	63670533-63670875;63671458-63671619;63672258-63672515	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/6_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MARK2
WDYHV1	ENSG00000156795	ENSG00000156795:124428965-124429172:source	0.27155896064;-0.27155896064	0.741453876611;0.741453876611	0.301;0.699	0.622;0.378	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr8	+	124429096-124440164;124429172-124440164	124428965-124429172;124440164-124440271;124440164-124440271	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/39_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#WDYHV1
PVRIG	ENSG00000213413	ENSG00000213413:99817737-99818087:target	-0.239385597986;0.239385597986	0.77939999663;0.77939999663	0.960;0.040	0.717;0.283	t|1e1.1o1|i	False	False	False	1	2	1	chr7	+	99817651-99817737;99817736-99817737	99817336-99817651;99817652-99817736;99817737-99818087	;;	;;	(99817652, 99817736)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/59_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PVRIG
