#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th2_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
AAMDC	ENSG00000087884	ENSG00000087884:77553525-77553674:source	-4.35371076582e-06;0.201697002983;-0.198911611965	2.95357077247e-09;0.650964398479;0.630302966612	0.025;0.765;0.229	0.025;0.971;0.027	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr11	+	77553674-77566391;77553674-77580768;77553674-77583221	77553525-77553674;77566391-77566528;77580768-77580863;77583221-77583407	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/4_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#AAMDC
FGFR1	ENSG00000077782	ENSG00000077782:38314874-38315052:target	7.25885538395e-09;0.267966326743;6.70358665047e-05;-0.29494663348;7.25885538395e-09	4.77243230149e-14;0.937744174896;4.21400389161e-10;0.975045823871;4.77243230149e-14	0.025;0.045;0.025;0.949;0.025	0.025;0.307;0.030;0.661;0.025	s|1e0|2e1.1o1|2e2.3o4|2e3.1o1|2e4.2o2|2e5.2o2	True	False	True	5	6	0	chr8	-	38297891-38314874;38287466-38314874;38286908-38314874;38285953-38314874;38279459-38314874	38279226-38279562;38285864-38285962;38286765-38286908;38287039-38288338;38297824-38297891;38314874-38315052	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/3_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FGFR1
PHF21A	ENSG00000135365	ENSG00000135365:45950871-45955776:source	0.250399168674;-0.250399168674	0.869973563297;0.869973563297	0.720;0.280	0.967;0.033	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr11	-	45955776-45957187;45955776-45956672	45950871-45955776;45956672-45956797;45957187-45957290	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PHF21A
LTBP3	ENSG00000168056	ENSG00000168056:65319443-65319628:target	-4.68663559925e-05;0.569891950552;-0.563521638884	1.88332032961e-05;0.995793402824;0.993601515141	0.032;0.079;0.903	0.028;0.636;0.352	s|1e0|2e0|3e0|3e1.3o4|3e1.4o4|i	True	True	False	2	2	1	chr11	-	65319127-65319443;65319035-65319443;65319442-65319443	65318983-65319347;65318983-65319347;65319348-65319442;65319443-65319628	;;;	;;;	(65319348, 65319442)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/27_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LTBP3
LTBP3	ENSG00000168056	ENSG00000168056:65318983-65319347:source	8.37907432577e-06;0.534765984669;-0.537736896093	1.14475745092e-06;0.999406430365;0.999267426981	0.027;0.045;0.947	0.028;0.566;0.422	t|1e0|2e0|3e1.3o3|4e1.3o3|i	True	True	False	2	2	1	chr11	-	65319127-65319443;65319035-65319443;65319347-65319348	65318983-65319347;65319348-65319442;65319443-65319628;65319443-65319628	;;;	;;;	(65319348, 65319442)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/27_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LTBP3
MICAL1	ENSG00000135596	ENSG00000135596:109772803-109772903:target	0.24709685508;-0.24709685508	0.811250307609;0.811250307609	0.706;0.294	0.962;0.038	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr6	-	109771760-109772803;109771288-109772803	109771173-109771456;109771503-109771760;109772803-109772903	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/17_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MICAL1
ACTR6	ENSG00000075089	ENSG00000075089:100598718-100599251:target	4.67441841595e-06;-0.204620573871;0.204692734773	1.26984252665e-08;0.672792780017;0.670351936343	0.025;0.965;0.032	0.026;0.745;0.248	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr12	+	100593008-100598718;100594697-100598718;100594838-100598718	100592900-100593008;100593643-100594838;100593643-100594838;100598718-100599251	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/3_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ACTR6
ENOSF1	ENSG00000132199	ENSG00000132199:675321-675560:source	-0.339801601176;-0.011854391251;0.0014685184031;0.381983331773	0.92458621484;0.0175296673248;0.000220343152735;0.949968744308	0.490;0.183;0.025;0.323	0.145;0.076;0.073;0.706	t|1e0|2e1.2o4|2e2.1o2|2e3.1o1|2e4.1o1	False	True	True	4	5	1	chr18	-	675402-683246;675402-678696;675402-677743;675402-677345	675321-675560;677345-677444;677743-677906;678309-678737;682969-683395	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ENOSF1
ENOSF1	ENSG00000132199	ENSG00000132199:682969-683395:target	0.414464552617;-0.000573795315551;-0.385807763722	0.978407542131;1.90025670364e-05;0.967558835913	0.423;0.061;0.516	0.831;0.038;0.134	s|1e0|2e1.1o1|2e2.2o2|2e3.2o2|3e0|4e0	True	False	True	3	4	0	chr18	-	678737-683246;677872-683246;675402-683246	675321-675560;677743-677906;678309-678737;682969-683395	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ENOSF1
ZNF589	ENSG00000164048	ENSG00000164048:48302303-48302429:target	0.26285290459;-0.293308720916;-0.000362687606511	0.702624722594;0.828960410817;0.000746520811825	0.524;0.375;0.101	0.855;0.056;0.089	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr3	+	48289167-48302303;48299451-48302303;48299467-48302303	48289115-48289167;48299419-48299467;48299419-48299467;48302303-48302429	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/26_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF589
PILRB	ENSG00000121716	ENSG00000121716:99952766-99952863:target	-0.00759694532744;-0.104018339602;0.250447536788	0.000127097997985;0.321212313047;0.814668279697	0.086;0.364;0.550	0.025;0.183;0.813	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr7	+	99950746-99952766;99950893-99952766;99951635-99952766	99950620-99950746;99950833-99950893;99951359-99951635;99952766-99952863	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/12_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PILRB
IKZF1	ENSG00000185811	ENSG00000185811:50435363-50437142:source	0.281075018534;-0.281075018534	0.848913220344;0.848913220344	0.056;0.944	0.356;0.644	s|1e1.1o1|1e2.1o2|2e0	True	False	True	2	3	1	chr7	+	50435763-50437220;50435763-50444231	50435363-50437142;50437220-50437537;50444231-50445025	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/31_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IKZF1
TBC1D22A	ENSG00000054611	ENSG00000054611:47307970-47308084:source	-0.000100313839546;0.265798362751;-0.239880917276	7.47481339708e-07;0.89432626769;0.819565074753	0.034;0.707;0.264	0.027;0.971;0.027	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr22	+	47308084-47309230;47308084-47370186;47308084-47393530	47307970-47308084;47309230-47309342;47370186-47370295;47393530-47393605	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/2_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TBC1D22A
TBC1D22A	ENSG00000054611	ENSG00000054611:47370186-47370295:source	0.301566632102;-0.301566632102	0.931550076488;0.931550076488	0.053;0.947	0.351;0.649	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr22	+	47370295-47371732;47370295-47393530	47370186-47370295;47371732-47371742;47393530-47393605	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/2_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TBC1D22A
BANP	ENSG00000172530	ENSG00000172530:88066715-88066851:source	0.224969605036;-0.224969605036	0.639906169056;0.639906169056	0.431;0.569	0.733;0.267	s|1e0|2e1.2o3|2e1.3o3	True	True	False	2	2	0	chr16	+	88066851-88068929;88066851-88068938	88066715-88066851;88068658-88069000;88068658-88069000	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#BANP
TMEM107	ENSG00000179029	ENSG00000179029:8079277-8079344:target	-0.068671215893;0.300182176845;0.00014764286883;-0.0708301439075	0.173123521164;0.863644990523;1.43516805024e-05;0.178921112148	0.204;0.563;0.034;0.203	0.043;0.883;0.043;0.041	s|1e1.1o2|1e1.2o2|1e2.1o1|i	False	True	True	3	3	1	chr17	-	8079193-8079277;8079175-8079277;8077590-8079277;8079276-8079277	8076555-8077590;8079075-8079193;8079075-8079193;8079194-8079276;8079277-8079344	;;;;	;;;;	(8079194, 8079276)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM107
TMEM11	ENSG00000178307	ENSG00000178307:21117404-21117937:target	-0.389079844179;0.389079844179	0.853531205794;0.853531205794	0.667;0.333	0.237;0.763	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	21114540-21117404;21102153-21117404	21100593-21102153;21114249-21114540;21117404-21117937	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM11
STARD4	ENSG00000164211	ENSG00000164211:110848083-110848288:target	-0.107191794792;-0.00555158007132;0.246900498925	0.309428430318;0.0106554009543;0.81128503758	0.236;0.696;0.067	0.059;0.617;0.324	s|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr5	-	110843140-110848089;110843140-110848083;110842077-110848083	110841914-110842077;110843027-110843140;110843027-110843140;110848083-110848288	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/26_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#STARD4
STARD4	ENSG00000164211	ENSG00000164211:110841914-110842077:source	0.268510218938;-0.268510218938	0.863516478364;0.863516478364	0.067;0.933	0.339;0.661	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr5	-	110842077-110848083;110842077-110843027	110841914-110842077;110843027-110843140;110848083-110848288	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/26_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#STARD4
SUB1	ENSG00000113387	ENSG00000113387:32588618-32588690:target	-0.0908670907019;-0.000473468908444;-0.0363125430865;0.249339292111;1.46339765939e-10	0.0599922260867;3.21798950266e-15;0.013607227512;0.895573809149;1.72736568252e-18	0.193;0.045;0.176;0.579;0.025	0.077;0.025;0.088;0.823;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	1	chr5	+	32532022-32588618;32536801-32588618;32571280-32588618;32585731-32588618;32586607-32588618	32531739-32532022;32536744-32536801;32571197-32571280;32585605-32585731;32586220-32586607;32588618-32588690	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SUB1
C5orf45	ENSG00000161010	ENSG00000161010:179261436-179264204:source	0.224358164042;-0.224358164042	0.743155475978;0.743155475978	0.033;0.967	0.264;0.736	t|1e1.1o6|i	False	False	False	1	2	1	chr5	-	179264204-179264760;179264204-179264205	179261436-179264204;179264205-179264265;179264266-179265255	;;	;;	(179264205, 179264265)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#C5orf45
DVL1	ENSG00000107404	ENSG00000107404:1274667-1274819:target	-0.248353545563;0.248353545563	0.748926831066;0.748926831066	0.638;0.362	0.354;0.646	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr1	-	1274033-1274742;1274033-1274667	1273902-1274033;1273902-1274033;1274667-1274819	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DVL1
SIK3	ENSG00000160584	ENSG00000160584:116746969-116747079:target	0.262870851489;-0.262870851489	0.767107693155;0.767107693155	0.602;0.398	0.903;0.097	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr11	-	116746725-116746969;116746167-116746969	116746090-116746229;116746582-116746725;116746969-116747079	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SIK3
OTUD6B	ENSG00000155100	ENSG00000155100:92090584-92091435:target	-0.251130223072;0.251130223072	0.763397551489;0.763397551489	0.951;0.049	0.667;0.333	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	+	92086139-92090584;92088959-92090584	92086059-92086139;92088820-92088959;92090584-92091435	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/22_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#OTUD6B
LSM14B	ENSG00000149657	ENSG00000149657:60701282-60701495:source	-3.90533307043e-07;0.284719985628;-0.115317824963;-0.00878556000467	2.01332646214e-09;0.87121698681;0.359182874022;0.00215920974976	0.025;0.599;0.297;0.100	0.025;0.893;0.098;0.025	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1	False	False	True	4	5	1	chr20	+	60701495-60702641;60701495-60704841;60701495-60705275;60701495-60705586	60701282-60701495;60702641-60703086;60704841-60705008;60705275-60705352;60705586-60705747	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LSM14B
LSM14B	ENSG00000149657	ENSG00000149657:60705275-60705352:target	-0.200105432742;0.200249720706;-4.40989875825e-06	0.647980142367;0.647443298013;6.1891210478e-09	0.323;0.671;0.026	0.086;0.909;0.025	t|1e1.1o1|1e3.1o1|2e2.2o3	False	True	True	3	4	1	chr20	+	60701495-60705275;60705008-60705275;60702873-60705340	60701282-60701495;60702641-60703086;60704841-60705008;60705275-60705352	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LSM14B
HIP1R	ENSG00000130787	ENSG00000130787:123344585-123344624:source	0.740795506886;-0.740795506886	0.999997854413;0.999997854413	0.100;0.900	0.822;0.178	s|1e1.1o2|i	False	False	False	1	2	1	chr12	+	123344624-123344695;123344624-123344625	123344585-123344624;123344625-123344694;123344695-123344876	;;	;;	(123344625, 123344694)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HIP1R
ENSG00000135213	ENSG00000135213	ENSG00000135213:75070710-75070925:source	0.296639358419;-0.000134345118366;-0.274619376555	0.820976991379;4.43509693806e-06;0.773419479814	0.334;0.039;0.630	0.663;0.030;0.313	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr7	-	75070925-75103970;75070925-75095265;75070925-75071419	75070710-75070925;75071419-75071993;75095265-75095362;75103970-75104148	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ENSG00000135213
BRD9	ENSG00000028310	ENSG00000028310:884053-884185:target	0.296723994813;-0.295956870212;-4.10575537993e-06	0.948275057691;0.940121948227;1.44091163784e-08	0.038;0.957;0.026	0.330;0.664;0.025	s|1e0|2e1.1o3|2e2.2o2|2e3.2o2	True	False	True	3	4	0	chr5	-	883565-884053;881297-884053;880004-884053	879909-880213;881222-882660;883071-883565;884053-884185	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/1_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#BRD9
METRN	ENSG00000103260	ENSG00000103260:766933-766992:source	0.334610348892;-0.334610348892	0.874835734936;0.874835734936	0.525;0.475	0.882;0.118	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	766992-767071;766992-766993	766933-766992;766993-767070;767071-767390	;;	;;	(766993, 767070)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/7_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#METRN
TOE1	ENSG00000132773	ENSG00000132773:45808515-45808674:target	0.248791525631;-0.00195156767224;-0.126657097894	0.749942370656;0.00045055909433;0.397488096268	0.647;0.081;0.272	0.936;0.028;0.054	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr1	+	45808315-45808515;45808315-45808590;45808514-45808515	45808056-45808315;45808056-45808315;45808434-45808514;45808515-45808674	;;;	;;;	(45808434, 45808514)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/15_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TOE1
TOM1	ENSG00000100284	ENSG00000100284:35718992-35719170:target	-0.000140017547949;6.30956446801e-06;-0.0983722442061;-0.00121228519527;0.228279476575	2.41570785001e-06;2.74122269937e-07;0.202497516144;0.000124233397276;0.756713139872	0.036;0.026;0.173;0.068;0.723	0.026;0.026;0.026;0.026;0.967	t|1e1.1o2|1e2.2o3|2e1.1o2|2e2.1o3|2e2.2o3	True	True	True	5	3	1	chr22	+	35713954-35718992;35718030-35718992;35713954-35719021;35718012-35719021;35718030-35719021	35713870-35714309;35713870-35714309;35717952-35718605;35717952-35718605;35717952-35718605;35718992-35719170	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TOM1
COL4A3BP	ENSG00000113163	ENSG00000113163:74696030-74696122:target	0.229365982508;-0.229365982508	0.72351780532;0.72351780532	0.030;0.970	0.281;0.719	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr5	-	74695212-74696030;74685512-74696030	74685417-74685512;74695135-74695212;74696030-74696122	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#COL4A3BP
TMC6	ENSG00000141524	ENSG00000141524:76128231-76128488:target	-0.207821333426;0.207821333426	0.690417467133;0.690417467133	0.255;0.745	0.030;0.970	s|1e1.6o7|2e0|i	True	False	False	1	2	1	chr17	-	76122987-76128422;76128230-76128231	76122858-76123707;76127479-76128230;76128231-76128488	;;	;;	(76127479, 76128230)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/20_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMC6
MCRS1	ENSG00000187778	ENSG00000187778:49960505-49960624:source	-0.0189418943006;-0.00289255132421;-0.000228519816222;0.20852052636	0.0486525420571;0.00113334451325;1.88815927685e-05;0.698360948167	0.821;0.090;0.045;0.049	0.681;0.025;0.030;0.291	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	True	False	True	4	3	0	chr12	-	49960624-49961831;49960624-49961531;49960624-49961467;49960624-49961430	49960505-49960624;49961430-49961656;49961430-49961656;49961430-49961656;49961831-49961936	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/32_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MCRS1
C1orf86	ENSG00000162585	ENSG00000162585:2126127-2126214:target	-0.281317436604;0.281317436604	0.812212597345;0.812212597345	0.968;0.032	0.664;0.336	s|1e1.2o3|1e2.1o1	False	False	True	2	3	0	chr1	-	2125572-2126127;2125349-2126127	2125078-2125349;2125437-2125652;2126127-2126214	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/25_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#C1orf86
FUBP1	ENSG00000162613	ENSG00000162613:78412167-78412261:target	-0.25283769212;-2.68653933244e-06;0.265249040447	0.816671220661;9.9469496407e-14;0.848976818286	0.704;0.025;0.284	0.442;0.025;0.555	s|1e1.2o2|1e2.1o1|2e0|i	True	False	True	2	3	1	chr1	-	78411327-78412215;78409954-78412215;78412166-78412167	78409740-78409954;78411191-78411580;78411581-78412166;78412167-78412261	;;;	;;;	(78411581, 78412166)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/25_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FUBP1
STYXL1	ENSG00000127952	ENSG00000127952:75633057-75633173:target	-0.00259787066392;-0.289285089852;0.338623454928	0.004017446969;0.911451008505;0.96317698132	0.383;0.431;0.185	0.339;0.142;0.519	s|1e1.1o2|1e2.1o1|2e1.2o2|3e0	True	True	True	3	3	1	chr7	-	75630320-75633076;75625917-75633076;75630272-75633075	75625656-75625917;75630208-75630320;75630208-75630320;75633057-75633173	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/14_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#STYXL1
SH3BP2	ENSG00000087266	ENSG00000087266:2826853-2826947:target	0.211209450967;-6.80342982808e-06;-0.200313053251	0.638003987052;1.93678871925e-06;0.615846350223	0.589;0.029;0.390	0.868;0.028;0.119	t|1e1.1o1|1e2.1o5|i	False	False	True	2	3	1	chr4	+	2826457-2826853;2826486-2826853;2826852-2826853	2826340-2826457;2826478-2826828;2826829-2826852;2826853-2826947	;;;	;;;	(2826829, 2826852)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/4_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SH3BP2
RALGAPB	ENSG00000170471	ENSG00000170471:37161373-37161502:source	0.354443968291;-0.354443968291	0.855571815955;0.855571815955	0.389;0.611	0.775;0.225	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr20	+	37161502-37163717;37161502-37163729	37161373-37161502;37163717-37163850;37163717-37163850	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RALGAPB
SBNO1	ENSG00000139697	ENSG00000139697:123829805-123830117:source	-2.02784283083e-05;0.288493491115;0.00145518055003;-0.00503694295792;-0.2081537338	2.57311516838e-06;0.727307651983;0.000219985043431;0.00637941188756;0.540667980063	0.027;0.204;0.027;0.125;0.654	0.026;0.564;0.074;0.038;0.323	t|1e2.1o2|1e2.2o2|2e1.1o1|2e2.1o2|2e2.2o2	True	True	True	5	3	1	chr12	-	123830117-123832582;123830117-123832576;123830114-123834857;123830114-123832582;123830114-123832576	123829805-123830117;123832576-123832680;123832576-123832680;123832576-123832680;123832576-123832680;123834857-123834988	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/19_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SBNO1
CSNK2A1	ENSG00000101266	ENSG00000101266:524316-524465:target	0.258683051377;-2.39445813063e-06;-0.241900761362;-4.88436652941e-05	0.88106890195;7.02988478629e-09;0.794133697282;8.34541122913e-07	0.034;0.025;0.939;0.034	0.291;0.025;0.682;0.030	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1	False	False	True	4	5	0	chr20	-	508693-524316;490982-524316;489304-524316;485873-524316	485428-485873;489095-489304;490812-490982;508577-508693;524316-524465	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CSNK2A1
AKAP13	ENSG00000170776	ENSG00000170776:86128933-86129054:target	-0.383073296935;-5.56237527025e-06;0.37854581563	0.99689690936;9.58777848004e-08;0.997382069384	0.972;0.026;0.026	0.598;0.026;0.395	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr15	+	86125338-86128933;86126307-86128933;86126395-86128933	86124971-86125338;86126141-86126395;86126141-86126395;86128933-86129054	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#AKAP13
LINC00426	ENSG00000238121	ENSG00000238121:30937298-30937363:source	0.338743688546;-0.443615074109;0.00423503479332	0.862523988509;0.981113430196;0.0100132772527	0.178;0.582;0.240	0.544;0.145;0.311	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr13	-	30937363-30946422;30937363-30941738;30937363-30938206	30937298-30937363;30938206-30938342;30941738-30941854;30946422-30946511	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/36_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LINC00426
