#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th1_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
MECP2	ENSG00000169057	ENSG00000169057:153297658-153298008:source	0.210954607409;5.52090378531e-07;-0.111418750586;5.52090378531e-07;5.52090378531e-07;5.52090378531e-07;-2.11039892631e-05;-0.00118716235395	0.67433078517;8.15254708295e-12;0.345291322644;8.15254708295e-12;8.15254708295e-12;8.15254708295e-12;6.81183590489e-11;6.21217081733e-07	0.291;0.025;0.635;0.025;0.025;0.025;0.026;0.053	0.540;0.025;0.434;0.025;0.025;0.025;0.025;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1	False	False	True	8	9	1	chrX	-	153298008-153363061;153298008-153362271;153298008-153357642;153298008-153323850;153298008-153323194;153298008-153322392;153298008-153313968;153298008-153305243	153297658-153298008;153305243-153305554;153313968-153314932;153322392-153322705;153323194-153323221;153323850-153324017;153357642-153357765;153362271-153362436;153363061-153363212	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/43_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MECP2
SNHG7	ENSG00000233016	ENSG00000233016:139620763-139620935:target	-0.260074486287;0.260074486287	0.882899653801;0.882899653801	0.948;0.052	0.692;0.308	s|1e1.1o1|i	False	False	False	1	2	1	chr9	-	139619562-139620763;139620762-139620763	139619507-139619562;139620687-139620762;139620763-139620935	;;	;;	(139620687, 139620762)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/58_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SNHG7
PCM1	ENSG00000078674	ENSG00000078674:17804695-17804872:target	-8.93339991202e-06;-0.40566963971;0.361715233426;0.00205000640585	1.22887576178e-08;0.984547510749;0.948444068707;0.000190976393235	0.026;0.627;0.306;0.061	0.025;0.230;0.667;0.100	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr8	+	17780697-17804695;17797370-17804695;17797667-17804695;17799344-17804695	17780349-17780697;17797200-17797370;17797551-17797667;17799156-17799344;17804695-17804872	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/6_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PCM1
ELF2	ENSG00000109381	ENSG00000109381:139994608-139994873:source	0.312065273539;-0.0535225912377;-0.0159648174196	0.950744771391;0.154299475761;0.0417929007788	0.026;0.336;0.656	0.331;0.145;0.524	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	1	chr4	-	139994721-140046318;139994721-140037803;139994721-140005287	139994608-139994873;140005287-140005650;140037803-140037961;140046318-140046483	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/14_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ELF2
ARIH1	ENSG00000166233	ENSG00000166233:72864449-72864506:source	1.62539611207e-05;-0.292920522248;0.285856220863	3.75272641168e-07;0.919532904702;0.910548833364	0.026;0.973;0.026	0.027;0.685;0.305	s|1e1.1o1|1e2.3o3|i	False	False	True	2	3	1	chr15	+	72864506-72864604;72864506-72873072;72864506-72864507	72864449-72864506;72864507-72864603;72864604-72864721;72872899-72873332	;;;	;;;	(72864507, 72864603)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ARIH1
ITGA4	ENSG00000115232	ENSG00000115232:182343484-182344443:source	-0.27933593477;-8.39604056854e-07;0.273231992787	0.963739661812;4.11367710099e-14;0.962608652757	0.970;0.025;0.026	0.698;0.025;0.293	s|1e1.1o1|1e2.1o1|2e0|i	True	False	True	2	3	1	chr2	+	182343551-182344864;182343551-182346325;182344443-182344444	182343484-182344443;182344444-182344863;182344864-182344993;182346325-182346410	;;;	;;;	(182344444, 182344863)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/17_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ITGA4
ITGA4	ENSG00000115232	ENSG00000115232:182363008-182363509:target	-0.424439602367;-0.000245402846785;0.427915504292	0.997801754627;1.9573803925e-05;0.999219683522	0.822;0.094;0.084	0.409;0.090;0.501	t|1e0|2e0|3e1.2o2|4e1.2o2|i	True	True	False	2	2	1	chr2	+	182360664-182363350;182360664-182363446;182363007-182363008	182360510-182360664;182360510-182360664;182360665-182363007;182363008-182363509	;;;	;;;	(182360665, 182363007)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/17_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ITGA4
ITGA4	ENSG00000115232	ENSG00000115232:182360510-182360664:source	-0.409962802597;-0.00038703698062;0.41784480644	0.99709069331;5.77079970299e-06;0.998869554112	0.761;0.087;0.152	0.361;0.079;0.559	s|1e0|2e1.3o4|2e1.4o4|i	True	True	False	2	2	1	chr2	+	182360664-182363350;182360664-182363446;182360664-182360665	182360510-182360664;182360665-182363007;182363008-182363509;182363008-182363509	;;;	;;;	(182360665, 182363007)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/17_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ITGA4
PILRB	ENSG00000121716	ENSG00000121716:99949786-99950101:target	-0.235443571307;0.235443571307	0.794789401508;0.794789401508	0.330;0.670	0.084;0.916	t|1e1.1o1|2e0|3e0|4e0|5e0|6e0|i	False	True	False	1	2	1	chr7	+	99949033-99949786;99949785-99949786	99948875-99949033;99949034-99949785;99949786-99950101	;;	;;	(99949034, 99949785)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/19_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PILRB
ILK	ENSG00000166333	ENSG00000166333:6624961-6625052:source	-0.25744280044;0.25744280044	0.781466259275;0.781466259275	0.368;0.632	0.083;0.917	s|1e1.1o3|1e1.2o3	False	True	False	2	2	0	chr11	+	6625052-6625410;6625052-6625456	6624961-6625052;6625410-6625956;6625410-6625956	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ILK
LDLRAD4	ENSG00000168675	ENSG00000168675:13620867-13621270:source	2.54930287441e-05;-0.407201278927;2.54930287441e-05;0.398584347008	1.60241491712e-06;0.923252940881;1.60241491712e-06;0.91260951779	0.026;0.686;0.026;0.301	0.027;0.267;0.027;0.715	s|1e0|2e0|3e1.1o1|3e2.1o2|3e2.2o2|3e3.1o1	True	True	True	4	4	1	chr18	+	13621270-13639360;13621270-13643358;13621270-13643362;13621270-13645126	13620867-13621270;13639360-13639370;13643358-13643411;13643358-13643411;13645126-13652754	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/43_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#LDLRAD4
ARHGAP25	ENSG00000163219	ENSG00000163219:68961913-68962392:source	-0.000522377319461;-0.260413710391;5.37484709842e-06;0.244381688481	7.32242262939e-08;0.923814318579;2.31327735688e-13;0.918924448861	0.043;0.953;0.025;0.025	0.028;0.699;0.025;0.263	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr2	+	68962392-68984770;68962392-69002353;68962392-69009365;68962392-68962393	68961913-68962392;68962393-68962443;68984770-68984862;69002353-69002552;69009365-69009452	;;;;	;;;;	(68962393, 68962443)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/39_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ARHGAP25
LCP2	ENSG00000043462	ENSG00000043462:169680123-169680217:source	-0.221899103612;0.221899103612	0.791648622041;0.791648622041	0.930;0.070	0.714;0.286	t|1e1.2o2|i	False	False	False	1	2	1	chr5	-	169680217-169683530;169680217-169680218	169680123-169680217;169680218-169683529;169683530-169683579	;;	;;	(169680218, 169683529)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/2_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#LCP2
OFD1	ENSG00000046651	ENSG00000046651:13780463-13780563:source	-0.211590745273;0.211590745273	0.660636943114;0.660636943114	0.711;0.289	0.455;0.545	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chrX	+	13780563-13781864;13780563-13785246	13780463-13780563;13781864-13781974;13785246-13785403	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/2_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#OFD1
FIP1L1	ENSG00000145216	ENSG00000145216:54308420-54308874:target	0.26796432434;-0.26796432434	0.901526463389;0.901526463389	0.683;0.317	0.946;0.054	t|1e0|2e1.1o2|2e2.1o2	False	True	True	2	3	0	chr4	+	54294350-54308820;54306775-54308820	54294194-54294388;54306749-54307150;54308420-54308874	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FIP1L1
BRCA1	ENSG00000012048	ENSG00000012048:41228505-41228631:source	0.2250718646;-0.328030213029;0.000991317891594	0.661818960582;0.924988930418;0.000169299091231	0.611;0.381;0.026	0.897;0.050;0.057	t|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr17	-	41228631-41234421;41228628-41234421;41228628-41231351	41228505-41228631;41231351-41231416;41234421-41234592;41234421-41234592	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/0_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#BRCA1
BRCA1	ENSG00000012048	ENSG00000012048:41234421-41234592:target	1.83559622372e-05;0.311877331857;-0.327572966005;1.83559622372e-05;1.83559622372e-05	9.35124289655e-07;0.875355064473;0.924413823135;9.35124289655e-07;9.35124289655e-07	0.026;0.606;0.380;0.026;0.026	0.027;0.934;0.048;0.027;0.027	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	False	True	True	5	5	0	chr17	-	41231416-41234421;41228631-41234421;41228628-41234421;41215968-41234421;41215390-41234421	41215350-41215390;41215891-41215968;41228505-41228631;41228505-41228631;41231351-41231416;41234421-41234592	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/0_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#BRCA1
TMEM107	ENSG00000179029	ENSG00000179029:8079518-8079717:target	0.267106295603;-0.0043878060882;2.6482925059e-05;-0.170241099274	0.874576768237;4.94627754638e-05;3.19284339655e-07;0.574792262276	0.667;0.075;0.025;0.255	0.942;0.026;0.026;0.046	s|1e1.1o2|1e1.2o2|1e2.2o2|1e3.1o1	False	True	True	4	4	1	chr17	-	8079344-8079518;8079339-8079518;8079175-8079518;8077590-8079518	8076555-8077590;8079075-8079193;8079277-8079344;8079277-8079344;8079518-8079717	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/49_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TMEM107
RP11-542C16.2	ENSG00000261915	ENSG00000261915:7221588-7221675:target	-0.56128062812;0.56128062812	0.98919464787;0.98919464787	0.685;0.315	0.134;0.866	s|1e1.1o1|i	False	False	False	1	2	1	chr17	-	7221491-7221588;7221587-7221588	7221384-7221491;7221492-7221587;7221588-7221675	;;	;;	(7221492, 7221587)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/61_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RP11-542C16.2
SUB1	ENSG00000113387	ENSG00000113387:32588618-32588690:target	-0.0797941237934;-0.00079960796643;-0.151050398776;0.310312221216;-2.3590877541e-10	0.0504028971959;7.44958802501e-14;0.219886913946;0.979362493214;2.10868875845e-18	0.193;0.043;0.176;0.581;0.025	0.084;0.025;0.027;0.883;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e0	False	True	True	5	6	1	chr5	+	32532022-32588618;32536801-32588618;32571280-32588618;32585731-32588618;32586607-32588618	32531739-32532022;32536744-32536801;32571197-32571280;32585605-32585731;32586220-32586607;32588618-32588690	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/16_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SUB1
ANKRD10	ENSG00000088448	ENSG00000088448:111558380-111558471:target	-0.000133849770813;-0.000103483940211;-5.23987077462e-09;-1.24943941543e-05;-5.23987077462e-09;-8.48814853147e-07;-5.23987077462e-09;-0.000213599732292;-0.242786736671;-9.26777896138e-07;0.325416028207	8.8252964749e-12;4.70574729817e-12;2.21413418146e-18;4.72416206915e-14;2.21413418146e-18;1.9443223154e-16;2.21413418146e-18;2.45542702861e-11;0.832484270092;2.05182560367e-16;0.99061137027	0.030;0.029;0.025;0.026;0.025;0.025;0.025;0.033;0.766;0.025;0.102	0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.524;0.025;0.420	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.2o3|1e4.3o3|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o2|i	False	True	True	10	9	1	chr13	-	111557580-111558380;111557127-111558380;111556689-111558380;111555886-111558380;111553041-111558380;111553008-111558380;111546740-111558380;111546549-111558380;111545610-111558380;111536140-111558380;111558379-111558380	111535458-111536140;111545544-111545610;111546456-111546549;111546632-111546740;111552877-111553086;111552877-111553086;111555822-111555886;111556378-111557127;111556378-111557127;111557370-111557580;111557581-111558379;111558380-111558471	;;;;;;;;;;;	;;;;;;;;;;;	(111557581, 111558379)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/7_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ANKRD10
CCDC57	ENSG00000176155	ENSG00000176155:80059566-80059742:source	-0.264618443507;-6.35355208211e-05;1.18299882524e-05;0.200285460936;0.00155236275481	0.799924368765;6.30136886794e-08;5.12398565762e-08;0.603551666225;0.00026521482983	0.432;0.028;0.025;0.501;0.044	0.140;0.026;0.026;0.772;0.078	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|2e0	True	True	True	5	5	1	chr17	-	80059742-80085568;80059742-80066644;80059742-80065278;80059742-80064146;80059742-80064051	80059566-80059742;80064051-80064463;80064051-80064463;80065278-80065497;80066644-80066830;80085568-80085784	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/48_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CCDC57
SWI5	ENSG00000175854	ENSG00000175854:131038866-131039034:target	0.440379422946;5.29184429902e-05;-0.446745838933	0.956506483847;3.45957331891e-06;0.960373069898	0.209;0.026;0.784	0.650;0.029;0.338	t|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr9	+	131038681-131038866;131037775-131038986;131038681-131038986	131037658-131037775;131038425-131038681;131038425-131038681;131038866-131039034	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/47_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SWI5
MGAT4B	ENSG00000161013	ENSG00000161013:179228375-179228467:source	-0.221148106549;0.221148106549	0.676029040088;0.676029040088	0.973;0.027	0.736;0.264	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr5	-	179228467-179228554;179228467-179228468	179228375-179228467;179228468-179228553;179228554-179228719	;;	;;	(179228468, 179228553)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/38_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MGAT4B
STK40	ENSG00000196182	ENSG00000196182:36826822-36826941:source	-0.0358906233821;-0.0348065889955;-0.000562562532688;0.000174984914184;5.48013153559e-06;0.256362746216	0.097166367139;0.00504154264948;0.00051504486675;7.64314675589e-07;4.25409032935e-09;0.869261130814	0.682;0.110;0.174;0.026;0.025;0.026	0.524;0.025;0.164;0.034;0.025;0.277	t|1e0|1e1.1o1|1e2.1o4|1e2.3o4|1e2.4o4|1e3.1o1|1e4.1o1	True	False	True	6	5	1	chr1	-	36826941-36851324;36826941-36833462;36826941-36833453;36826941-36833449;36826941-36831572;36826941-36828160	36826822-36826941;36828160-36828257;36831572-36831673;36833449-36833685;36833449-36833685;36833449-36833685;36851324-36851497	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/52_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STK40
EML3	ENSG00000149499	ENSG00000149499:62378351-62378426:target	0.339663063108;-0.339663063108	0.926621136628;0.926621136628	0.134;0.866	0.474;0.526	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr11	-	62378240-62378351;62377168-62378351	62377101-62377168;62378108-62378240;62378351-62378426	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/34_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#EML3
TRPM7	ENSG00000092439	ENSG00000092439:50901778-50901921:source	-0.274283231321;0.274283231321	0.935175828832;0.935175828832	0.973;0.027	0.705;0.295	t|1e1.1o1|i	False	False	False	1	2	1	chr15	-	50901921-50902003;50901921-50901922	50901778-50901921;50901922-50902002;50902003-50902158	;;	;;	(50901922, 50902002)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/8_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TRPM7
TOP2B	ENSG00000077097	ENSG00000077097:25668263-25668355:target	-0.272359720818;0.272359720818	0.946605136445;0.946605136445	0.975;0.025	0.709;0.291	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	25668165-25668263;25668262-25668263	25668051-25668165;25668166-25668262;25668263-25668355	;;	;;	(25668166, 25668262)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/5_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TOP2B
HIP1R	ENSG00000130787	ENSG00000130787:123344585-123344624:source	0.656939351682;-0.656939351682	0.997541906654;0.997541906654	0.099;0.901	0.741;0.259	s|1e1.1o2|i	False	False	False	1	2	1	chr12	+	123344624-123344695;123344624-123344625	123344585-123344624;123344625-123344694;123344695-123344876	;;	;;	(123344625, 123344694)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/23_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#HIP1R
WAPAL	ENSG00000062650	ENSG00000062650:88231965-88232101:source	0.259357679536;-0.259357679536	0.874023927776;0.874023927776	0.037;0.963	0.295;0.705	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr10	-	88232101-88233635;88232101-88232369	88231965-88232101;88232369-88232521;88233635-88233730	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/3_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#WAPAL
RFC4	ENSG00000163918	ENSG00000163918:186522372-186522669:source	0.259335157638;-0.260353622431;5.01114821901e-06	0.865299595295;0.866316700751;6.0827495584e-10	0.056;0.940;0.025	0.314;0.681;0.025	t|1e0|2e0|2e1.1o1|2e2.1o1|2e3.1o1	False	True	True	3	4	0	chr3	-	186522513-186524214;186522513-186524079;186522513-186523349	186522372-186522669;186523349-186523387;186524079-186524185;186524214-186524484	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/39_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RFC4
C1orf228	ENSG00000198520	ENSG00000198520:45189657-45189976:target	0.279445590059;5.03436960181e-05;5.03436960181e-05;-0.065348944621;-0.0283862277191	0.703094520428;4.90363373997e-06;4.90363373997e-06;0.186852258003;0.0645886550183	0.269;0.025;0.025;0.518;0.206	0.623;0.028;0.028;0.294;0.066	t|1e3.1o1|2e1.2o2|2e2.2o2|2e3.1o1|i	True	True	True	4	4	1	chr1	+	45189578-45189657;45166791-45189794;45169845-45189794;45189578-45189794;45189656-45189657	45166595-45166791;45169761-45169845;45189457-45189578;45189457-45189578;45189579-45189656;45189657-45189976	;;;;;	;;;;;	(45189579, 45189656)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/54_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#C1orf228
BTAF1	ENSG00000095564	ENSG00000095564:93718822-93719039:source	0.22757450952;-0.22757450952	0.734601217523;0.734601217523	0.240;0.760	0.492;0.508	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr10	+	93718911-93719542;93719039-93719542	93718822-93719039;93719542-93719637;93719542-93719637	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/9_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#BTAF1
SIDT2	ENSG00000149577	ENSG00000149577:117066720-117067220:target	-0.376895454744;0.376895454744	0.988288177785;0.988288177785	0.424;0.576	0.056;0.944	t|1e1.1o1|i	False	False	False	1	2	1	chr11	+	117066631-117066720;117066719-117066720	117066518-117066631;117066632-117066719;117066720-117067220	;;	;;	(117066632, 117066719)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/34_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SIDT2
SIDT2	ENSG00000149577	ENSG00000149577:117066518-117066631:source	-0.519956595241;0.519956595241	0.999812658739;0.999812658739	0.565;0.435	0.058;0.942	s|1e0|1e1.1o1|i	False	False	False	1	2	1	chr11	+	117066631-117066720;117066631-117066632	117066518-117066631;117066632-117066719;117066720-117067220	;;	;;	(117066632, 117066719)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/34_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SIDT2
PHB2	ENSG00000215021	ENSG00000215021:7076334-7076738:source	2.30547936184e-08;-0.286192183941;-1.18802360953e-05;0.299786488531	2.10872908662e-18;0.939584952385;2.32131909894e-18;0.961721633216	0.025;0.920;0.025;0.056	0.025;0.641;0.025;0.348	t|1e0|2e1.1o2|3e2.3o3|4e1.2o2|i	True	True	True	3	3	1	chr12	-	7076498-7077059;7076411-7076839;7076401-7077055;7076738-7076739	7076334-7076738;7076739-7076838;7076839-7076942;7077055-7077184;7077055-7077184	;;;;	;;;;	(7076739, 7076838)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/57_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PHB2
SREBF1	ENSG00000072310	ENSG00000072310:17721010-17721463:target	0.367386296888;-0.374737130602;4.06241412784e-05	0.953117112484;0.959599087089;4.9111356554e-07	0.171;0.826;0.025	0.536;0.454;0.027	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	0	chr17	-	17720905-17721010;17720771-17721010;17720765-17721010	17720570-17720771;17720570-17720771;17720840-17720905;17721010-17721463	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/4_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SREBF1
STK16	ENSG00000115661	ENSG00000115661:220111244-220111689:target	1.8630268279e-05;-0.276820878545;-0.000187011909469;1.8630268279e-05;0.287972102588	2.29809297497e-07;0.758052427867;2.64427478423e-05;2.29809297497e-07;0.792113738269	0.025;0.750;0.048;0.025;0.195	0.026;0.426;0.045;0.026;0.519	t|1e1.1o2|2e1.1o2|3e1.1o2|4e1.1o2|i	True	True	False	4	2	1	chr2	+	220110807-220111244;220110807-220111379;220110807-220111440;220110807-220111461;220111243-220111244	220110614-220111146;220110614-220111146;220110614-220111146;220110614-220111146;220111147-220111243;220111244-220111689	;;;;;	;;;;;	(220111147, 220111243)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/17_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#STK16
TRIM39-RPP21	ENSG00000248167	ENSG00000248167:30313268-30313350:target	0.215128311454;-0.215128311454	0.744863209132;0.744863209132	0.751;0.249	0.972;0.028	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	30313175-30313268;30313267-30313268	30313075-30313175;30313176-30313267;30313268-30313350	;;	;;	(30313176, 30313267)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/59_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TRIM39-RPP21
